"number","title","pageid","namespace","length","touched"
"664","African-American_physicians","27671498","Category","543","20200429174345"
"665","African-American_families","27672374","Category","139","20201230212443"
"666","African-American_people_by_religion","27672403","Category","198","20220410222757"
"667","African-American_people_by_occupation","27672411","Category","239","20220410222753"
"668","Australian_people_of_African_descent","27672474","Category","325","20180621173540"
"669","Executed_African-American_people","27674004","Category","92","20150228223904"
"670","Australian_people_of_Algerian_descent","27674065","Category","252","20180516194707"
"671","Hong_Kong_people_of_Zimbabwean_descent","27685969","Category","162","20180307134819"
"672","African-American_businesspeople","27692462","Category","876","20220914221717"
"673","African-American_film_producers","27692516","Category","256","20221222041451"
"674","French_people_of_African_descent","27693212","Category","309","20170220021824"
"675","African-American_inventors","27695942","Category","227","20190903214347"
"676","African-American_librarians","27696652","Category","250","20200820160915"
"677","African-American_choreographers","27700649","Category","331","20220228062815"
"678","African-American_activists","27705837","Category","791","20200727201226"
"679","African-American_fashion_designers","27706026","Category","249","20220522210540"
"680","Danish_people_of_Senegalese_descent","27707009","Category","198","20230216042841"
"681","Danish_people_of_Ghanaian_descent","27707028","Category","244","20210728032825"
"682","African-American_architects","27714090","Category","276","20210823075745"
"683","Swedish_people_of_Democratic_Republic_of_the_Congo_descent","27716084","Category","291","20181117204710"
"684","Swedish_people_of_Beninese_descent","27716242","Category","198","20181117204704"
"685","Swedish_people_of_Tanzanian_descent","27716332","Category","196","20230216043017"
"686","Swedish_people_of_Zimbabwean_descent","27716353","Category","199","20181117204728"
"687","Swedish_people_of_Botswana_descent","27716406","Category","136","20230216043138"
"688","People_of_Botswana_descent","27716411","Category","208","20230216043138"
"689","Swedish_people_of_South_African_descent","27716415","Category","212","20180501202539"
"690","Swedish_people_of_Liberian_descent","27716431","Category","192","20181117204718"
"691","Swedish_people_of_Togolese_descent","27723634","Category","189","20181117204725"
"692","Jackson_family_(show_business)","27728047","Category","294","20230103140519"
"693","Malcolm_X_family","27744671","Category","294","20201223061755"
"694","African-American_Jews","27749680","Category","409","20220915033014"
"695","Iraqi_Yazidis","27754926","Category","186","20201224003118"
"696","African-American_Catholics","27769366","Category","580","20221218012343"
"697","African-American_Roman_Catholic_priests","27769385","Category","299","20220430164608"
"698","Australian_people_of_Egyptian_descent","27779634","Category","300","20180513165641"
"699","African-American_Methodists","27779652","Category","128","20190903214404"
"700","Jordanian_people_of_Lebanese_descent","27779751","Category","326","20210213113756"
"701","Jordanian_people_of_Palestinian_descent","27779763","Category","393","20210213113756"
"702","American_people_of_Zimbabwean_descent","27786775","Category","181","20160331215618"
"703","Rhodesian_people_of_South_African_descent","27786795","Category","232","20210527090157"
"704","Zimbabwean_people_of_South_African_descent","27786822","Category","229","20180501210059"
"705","South_African_people_of_Zimbabwean_descent","27793617","Category","152","20180425185255"
"706","African-American_sportspeople","27808989","Category","709","20210728161025"
"707","Langston_family","27827101","Category","89","20100624112734"
"708","American_people_of_Gambian_descent","27827353","Category","174","20130602202857"
"709","People_of_Madeiran_descent","27871727","Category","186","20180610180431"
"710","Australian_people_of_Ghanaian_descent","27885276","Category","188","20180613191922"
"711","São_Tomé_and_Príncipe_people_of_Cape_Verdean_descent","27903550","Category","359","20181118032307"
"712","São_Tomé_and_Príncipe_people_of_Angolan_descent","27903552","Category","279","20230216042842"
"713","Portuguese_people_of_São_Tomé_and_Príncipe_descent","27903647","Category","186","20150206224501"
"714","British_breakdancers","27919142","Category","109","20130327095636"
"715","Canadian_breakdancers","27919414","Category","111","20160125190222"
"716","French_people_of_Arab_descent","27929160","Category","292","20180424094414"
"717","Austrian_people_of_Nigerian_descent","27942571","Category","272","20180319173449"
"718","German_people_of_African_descent","27950486","Category","471","20200929154734"
"719","German_people_of_Algerian_descent","27950504","Category","251","20180405101518"
"720","German_people_of_Cameroonian_descent","27950622","Category","257","20201001193347"
"721","German_people_of_Eritrean_descent","27950676","Category","142","20180519211333"
"722","German_people_of_Ethiopian_descent","27950680","Category","195","20181202213442"
"723","German_people_of_Gambian_descent","27950700","Category","192","20180519203719"
"724","German_people_of_Ghanaian_descent","27950701","Category","144","20191211001703"
"725","German_people_of_Liberian_descent","27950821","Category","191","20180501200633"
"726","German_people_of_Moroccan_descent","27950839","Category","236","20180402100246"
"727","German_people_of_Nigerian_descent","27950850","Category","184","20220115213806"
"728","German_people_of_South_African_descent","27950958","Category","204","20180501202441"
"729","German_people_of_Sudanese_descent","27950962","Category","199","20180518175736"
"730","German_people_of_Togolese_descent","27950981","Category","144","20191211001756"
"731","German_people_of_Tunisian_descent","27950988","Category","241","20180405103023"
"732","German_people_of_Ugandan_descent","27951087","Category","139","20171222030937"
"733","Democratic_Republic_of_the_Congo_people_of_Rwandan_descent","27951681","Category","299","20150223170433"
"734","Burundian_people_of_Rwandan_descent","27951707","Category","208","20181117235529"
"735","Burundian_people_of_Democratic_Republic_of_the_Congo_descent","27951710","Category","291","20150223223131"
"736","Rwandan_people_of_Democratic_Republic_of_the_Congo_descent","27951771","Category","220","20111104223005"
"737","Republic_of_the_Congo_people_of_Democratic_Republic_of_the_Congo_descent","27951797","Category","329","20150223170739"
"738","Luxembourgian_people_of_Democratic_Republic_of_the_Congo_descent","27951815","Category","303","20181117215108"
"739","People_of_Nigerien_descent","27951900","Category","199","20141021215121"
"740","New_Zealand_people_of_South_African_descent","27971530","Category","171","20150217223127"
"741","Ghanaian_people_of_Nigerian_descent","27971601","Category","191","20180517124613"
"742","Sierra_Leonean_people_of_Igbo_descent","27971602","Category","159","20140528202025"
"743","Nigerian_people_of_Ghanaian_descent","27971679","Category","192","20180613190851"
"744","Namibian_people_of_South_African_descent","27971690","Category","232","20131103001321"
"745","Equatoguinean_people_of_Cameroonian_descent","27971710","Category","228","20160730025934"
"746","Equatoguinean_people_of_Ivorian_descent","27971719","Category","231","20181118030836"
"747","Equatoguinean_people_of_Liberian_descent","27971720","Category","230","20181118030837"
"748","Equatoguinean_people_of_Nigerian_descent","27971722","Category","270","20180517124600"
"749","Equatoguinean_people_of_Senegalese_descent","27971726","Category","232","20230216042841"
"750","Mexican_people_of_African_descent","27982450","Category","269","20190328102959"
"751","Mexican_people_of_Egyptian_descent","27982642","Category","369","20230121150028"
"752","South_African_people_of_Mozambican_descent","27993354","Category","154","20180425185116"
"753","South_African_people_of_Xhosa_descent","27993364","Category","290","20180425185241"
"754","Films_directed_by_Kevin_Hooks","27998258","Category","215","20220202193051"
"755","French_people_of_Liberian_descent","28009619","Category","191","20181117190638"
"756","Sierra_Leonean_people_of_Guinean_descent","28009642","Category","201","20180512125553"
"757","Senegalese_people_of_Guinean_descent","28009709","Category","259","20181118032318"
"758","Singaporean_people_of_Ugandan_descent","28010115","Category","215","20181117215705"
"759","UK_garage_songs","28018190","Category","109","20220412034923"
"760","Venezuelan_people_of_Moroccan_descent","28040260","Category","315","20230107151305"
"761","Mauritanian_people_of_Senegalese_descent","28041615","Category","165","20181118031012"
"762","Mauritanian_people_of_Malian_descent","28041619","Category","154","20181118031011"
"763","South_African_people_of_Swazi_descent","28041695","Category","143","20230216043017"
"764","People_of_Swazi_descent","28041698","Category","200","20230216043017"
"765","Canadian_people_of_Malagasy_descent","28041741","Category","361","20230113041701"
"766","American_people_of_Malagasy_descent","28041776","Category","369","20230113041244"
"767","Brazilian_people_of_Moroccan_descent","28042522","Category","353","20230123150737"
"768","Brazilian_people_of_Ethiopian_descent","28042645","Category","268","20230123145625"
"769","Egyptian_people_of_Kurdish_descent","28052166","Category","162","20210210171203"
"770","Egyptian_people_of_Syrian_descent","28052169","Category","376","20210210171203"
"771","Egyptian_people_of_Turkish_descent","28052170","Category","351","20210210171203"
"772","Egyptian_people_of_Moroccan_descent","28052175","Category","314","20180620132912"
"773","Belgian_people_of_Algerian_descent","28052182","Category","272","20190823183811"
"774","Belgian_people_of_Burundian_descent","28052191","Category","213","20180501211213"
"775","Belgian_people_of_Cameroonian_descent","28052193","Category","178","20180417131129"
"776","Belgian_people_of_Democratic_Republic_of_the_Congo_descent","28052196","Category","344","20210330203223"
"777","Belgian_people_of_Gambian_descent","28052213","Category","218","20180519203550"
"778","Belgian_people_of_Ghanaian_descent","28052216","Category","176","20190929193830"
"779","Belgian_people_of_Nigerian_descent","28052224","Category","219","20220507101637"
"780","Belgian_people_of_Moroccan_descent","28052307","Category","263","20180402095959"
"781","Iraqi_people_of_Lebanese_descent","28073210","Category","294","20210213113601"
"782","Iraqi_people_of_Syrian_descent","28073214","Category","281","20210213113601"
"783","Hungarian_people_of_Nigerian_descent","28073491","Category","232","20230108061533"
"784","Norwegian_people_of_Gambian_descent","28078028","Category","195","20201009232241"
"785","Norwegian_people_of_Ghanaian_descent","28078032","Category","193","20201003213210"
"786","Norwegian_people_of_Nigerian_descent","28078034","Category","186","20180319173848"
"787","Norwegian_people_of_Sierra_Leonean_descent","28078035","Category","217","20181117203912"
"788","Norwegian_people_of_Ugandan_descent","28078043","Category","152","20180115022506"
"789","Norwegian_people_of_Moroccan_descent","28078049","Category","242","20201003213217"
"790","Norwegian_people_of_Cape_Verdean_descent","28078140","Category","209","20181117203858"
"791","Italian_people_of_Egyptian_descent","28078368","Category","246","20210915123634"
"792","Italian_people_of_Ghanaian_descent","28078404","Category","203","20190929193411"
"793","Italian_people_of_Guinean_descent","28078408","Category","211","20181117210611"
"794","Italian_people_of_Ivorian_descent","28078411","Category","230","20190920125514"
"795","Italian_people_of_Republic_of_the_Congo_descent","28078412","Category","276","20220320075110"
"796","Italian_people_of_Eritrean_descent","28078446","Category","216","20180804083325"
"797","Italian_people_of_Moroccan_descent","28078509","Category","260","20180804083852"
"798","Italian_people_of_Nigerian_descent","28078517","Category","216","20220404003112"
"799","Italian_people_of_South_African_descent","28078545","Category","232","20180804084250"
"800","Russian_people_of_Cameroonian_descent","28078607","Category","194","20180417131306"
"801","Russian_people_of_Bissau-Guinean_descent","28078692","Category","207","20180519205108"
"802","Russian_people_of_Nigerian_descent","28078718","Category","231","20200403154501"
"803","Russian_people_of_Sierra_Leonean_descent","28078737","Category","207","20180519210840"
"804","Australian_people_of_Mauritian_descent","28089082","Category","169","20230216043138"
"805","Australian_people_of_South_African_descent","28111512","Category","237","20171225034208"
"806","Australian_people_of_Zimbabwean_descent","28111530","Category","152","20190301234000"
"807","Australian_people_of_Nigerian_descent","28112091","Category","190","20180516194246"
"808","Spanish_people_of_Nigerian_descent","28127129","Category","182","20180319173935"
"809","Polish_people_of_Nigerian_descent","28182631","Category","238","20180707075258"
"810","Iraqi_Kurdish_people","28186687","Category","144","20220211232344"
"811","African-American_mixed_martial_artists","28201430","Category","129","20201220220811"
"812","American_people_of_Sierra_Leonean_descent","28222725","Category","195","20210123133410"
"813","American_people_of_Guinean_descent","28296829","Category","178","20171225042112"
"814","American_people_of_Beninese_descent","28299240","Category","172","20130602202107"
"815","Swiss_people_of_Equatoguinean_descent","28347600","Category","289","20220105230013"
"816","Turkish_people_of_Arab_descent","28370833","Category","275","20210213134114"
"817","Turkish_people_of_Iraqi_Turkmen_descent","28370913","Category","106","20180709190910"
"818","Turkish_people_of_South_African_descent","28371717","Category","210","20180711074537"
"819","Turkish_people_of_Nigerian_descent","28371732","Category","199","20220404003121"
"820","Turkish_people_of_Cameroonian_descent","28371811","Category","202","20180711073833"
"821","Liberian_people_murdered_abroad","28404516","Category","274","20200107134456"
"822","Azerbaijani_people_of_Nigerian_descent","28407512","Category","316","20220404003136"
"823","Bahraini_people_of_Syrian_descent","28419102","Category","245","20181117215342"
"824","Bahraini_people_of_Iraqi_descent","28419110","Category","240","20181117215335"
"825","Egyptian_people_of_Lebanese_descent","28466990","Category","536","20210210171203"
"826","Films_directed_by_Charles_S._Dutton","28481769","Category","187","20180702133623"
"827","Films_directed_by_50_Cent","28481968","Category","193","20230130074334"
"828","Polish_people_of_Algerian_descent","28491464","Category","195","20180707075037"
"829","Ukrainian_people_of_Algerian_descent","28491542","Category","301","20180405101648"
"830","Hungarian_people_of_Algerian_descent","28492239","Category","232","20230109042435"
"831","Moroccan_people_of_Algerian_descent","28493146","Category","357","20180530162959"
"832","Belgian_people_of_Ivorian_descent","28539575","Category","180","20190920125352"
"833","Films_directed_by_Chris_Rock","28576359","Category","212","20220331134519"
"834","Films_directed_by_Robert_Townsend","28576950","Category","211","20180702133653"
"835","Oromo_Liberation_Front_politicians","28596692","Category","185","20200912112102"
"836","Oromo_Democratic_Party_politicians","28596974","Category","258","20200912111858"
"837","Oromo_People's_Congress_politicians","28597055","Category","210","20200912111952"
"838","Kurdistan_Democratic_Party_politicians","28628817","Category","231","20190917152949"
"839","Kurdistan_Toilers'_Party_politicians","28629165","Category","291","20161127193256"
"840","Patriotic_Union_of_Kurdistan_politicians","28629562","Category","331","20161127193323"
"841","Gorran_Movement_politicians","28629703","Category","306","20180705205323"
"842","Islamic_Union_of_Iraqi_Turkoman_politicians","28630350","Category","118","20101007081054"
"843","Iraqi_Turkmen_Front_politicians","28630550","Category","106","20101007080959"
"844","Rafidain_List_politicians","28630575","Category","135","20200715064932"
"845","Kurdistan_Socialist_Democratic_Party_politicians","28630610","Category","339","20161127193204"
"846","Assyrian_Democratic_Movement_politicians","28630696","Category","150","20101007065955"
"847","Iraqi_Turkmen_people","28630798","Category","115","20210213113601"
"848","Miss_Black_USA_delegates","28650363","Category","209","20230207003748"
"849","Yemenite_Association_politicians","28653687","Category","115","20200202083324"
"850","Turkish_people_of_Egyptian_descent","28657903","Category","353","20180711073912"
"851","Miss_Black_America_delegates","28677679","Category","171","20230207003729"
"852","Algerian_people_of_Mauritanian_descent","28679588","Category","215","20180503021750"
"853","Belgian_people_of_Angolan_descent","28692489","Category","208","20190712023537"
"854","Sudanese_people_of_Yemeni_descent","28755225","Category","317","20181118032347"
"855","Trinidad_and_Tobago_people_of_Ghanaian_descent","28758524","Category","294","20181118041137"
"856","Jamaican_people_of_Ghanaian_descent","28758620","Category","260","20181118041031"
"857","Pakistani_people_of_African_descent","28758666","Category","253","20180528171413"
"858","Egyptian_people_of_Algerian_descent","28773542","Category","304","20180530162932"
"859","Palestinian_people_of_Qatari_descent","28849883","Category","228","20190223202230"
"860","Samba_schools","28856748","Category","187","20140103044158"
"861","Samba_ensembles","28860772","Category","120","20160823044654"
"862","Samba_songs","28861111","Category","58","20151118212404"
"863","Samba_music_genres","28861410","Category","58","20210806220232"
"864","Sambadrome","28861484","Category","145","20160402170200"
"865","Pagode","28862577","Category","79","20140102003614"
"866","Canadian_people_of_Igbo_descent","28886900","Category","205","20180517125039"
"867","Jamaican_people_of_Igbo_descent","28916198","Category","204","20180517125113"
"868","South_African_people_of_Mauritian_descent","28925586","Category","151","20230216043138"
"869","Members_of_the_House_of_Representatives_of_South_Africa","28931243","Category","367","20100923230452"
"870","Australian_people_of_Democratic_Republic_of_the_Congo_descent","28984318","Category","151","20150303233344"
"871","Cuban_people_of_Canarian_descent","29019668","Category","98","20190329201405"
"872","Venezuelan_people_of_Canarian_descent","29019686","Category","109","20230108193606"
"873","Wayans_family","29159047","Category","144","20170411161205"
"874","Bosnia_and_Herzegovina_people_of_Algerian_descent","29201174","Category","368","20230216042841"
"875","Films_directed_by_Ice_Cube","29274833","Category","191","20180726211119"
"876","Somalian_people_of_Ethiopian_descent","29304567","Category","199","20180702121842"
"877","Polish_people_of_Democratic_Republic_of_the_Congo_descent","29320409","Category","216","20180707075209"
"878","Arab_politicians_in_Israel","29360889","Category","188","20210125093444"
"879","Slovenian_people_of_Ghanaian_descent","29365620","Category","262","20181117215252"
"880","Somali_emigrants","29372681","Category","171","20191127001416"
"881","Maria_Rita_albums","29378733","Category","220","20130330025451"
"882","Turkish_people_of_Guinean_descent","29420488","Category","195","20180711074438"
"883","African-American_Christians","29439572","Category","371","20220407164416"
"884","People_of_Somali_descent","29439793","Category","290","20141021215150"
"885","Canadian_people_of_Somali_descent","29439816","Category","304","20190418170448"
"886","Kenyan_people_of_Somali_descent","29439833","Category","341","20191024021700"
"887","Dutch_people_of_Somali_descent","29439844","Category","331","20151108175246"
"888","Italian_people_of_Somali_descent","29439848","Category","318","20180804084242"
"889","Norwegian_people_of_Somali_descent","29439857","Category","299","20200302060239"
"890","Swedish_people_of_Somali_descent","29439863","Category","304","20171225144849"
"891","Italian_people_of_Gambian_descent","29462721","Category","215","20181117210610"
"892","Caribbean_Jazz_Project_albums","29463005","Category","123","20190320020044"
"893","Bebo_Valdés_albums","29476510","Category","149","20190320020135"
"894","Chucho_Valdés_albums","29476535","Category","151","20190320174747"
"895","Paquito_D'Rivera_albums","29480317","Category","201","20190320015009"
"896","American_people_of_Somali_descent","29543871","Category","304","20151229022507"
"897","Negro_Republican_Party_politicians","29554713","Category","178","20210413015249"
"898","Arab-Israeli_physicians","29571798","Category","169","20210706194335"
"899","JRDN_albums","29579483","Category","158","20190828050851"
"900","Jermaine_Jackson","29633239","Category","193","20190124173003"
"901","Arab-Israeli_people_by_occupation","29643130","Category","221","20210711153111"
"902","German_people_of_Yoruba_descent","29673011","Category","164","20190804092607"
"903","Lebanese_people_of_Palestinian_descent","29801194","Category","409","20210213124647"
"904","Algerian_people_of_Iranian_descent","29815437","Category","362","20210210165614"
"905","Polish_people_of_African_descent","29825198","Category","271","20210919000901"
"906","American_people_of_Egyptian-Jewish_descent","29833674","Category","360","20210218031430"
"907","American_people_of_Moroccan-Jewish_descent","29834171","Category","288","20210625215818"
"908","American_people_of_Tunisian-Jewish_descent","29834831","Category","289","20210218031518"
"909","Cypriot_people_of_Lebanese_descent","29841228","Category","351","20230216042609"
"910","Arab_people_of_Iranian_descent","29959894","Category","320","20180513102553"
"911","Palestinian_people_of_Turkish_descent","29961361","Category","479","20190223202130"
"912","Walter_Payton_Award_winners","30040304","Category","183","20200412162308"
"913","Bahraini_expatriates_in_the_United_Arab_Emirates","30045019","Category","213","20181118020233"
"914","Gonzaguinha_albums","30067103","Category","144","20180618224109"
"915","Paulo_Vanzolini_albums","30068408","Category","132","20160826204033"
"916","Vanessa_da_Mata_albums","30070053","Category","177","20180618224608"
"917","Jordanian_people_of_Turkish_descent","30072920","Category","372","20210213113756"
"918","Saudi_Arabian_people_of_Turkish_descent","30131747","Category","487","20210213133604"
"919","Womanism","30211835","Category","280","20191008094935"
"920","Womanist_writers","30212979","Category","365","20200426050004"
"921","Womanist_novels","30213289","Category","218","20190113202214"
"922","O._J._Simpson_murder_case","30290311","Category","988","20210301180708"
"923","Argentine_people_of_African_descent","30324803","Category","287","20200925230947"
"924","Argentine_people_of_Moroccan_descent","30324809","Category","311","20180922062554"
"925","Latin_American_people_of_African_descent","30324867","Category","271","20210304064827"
"926","Tunisian_people_of_Algerian_descent","30365997","Category","372","20181118032406"
"927","Puerto_Rican_people_of_Canarian_descent","30405622","Category","162","20200302225528"
"928","Black_Canadian_basketball_players","30407492","Category","92","20110110183945"
"929","Black_Canadian_players_of_American_football","30407556","Category","171","20220609182526"
"930","Films_directed_by_Charles_Officer","30443579","Category","168","20170123013011"
"931","Samba_albums","30458701","Category","127","20151118022902"
"932","D-Sisive_albums","30468149","Category","123","20190828051015"
"933","American_people_of_Malawian_descent","30471125","Category","280","20230114064729"
"934","Paul_Robeson_family","30474600","Category","132","20180617185127"
"935","Churches_on_the_Underground_Railroad","30546798","Category","107","20191107033447"
"936","Texas_Isleño_people","30556664","Category","281","20211010070424"
"937","Spanish_people_of_Algerian_descent","30639186","Category","490","20200307130549"
"938","Libyan_people_of_Algerian_descent","30654638","Category","348","20180530162951"
"939","Slave_narratives","30803428","Category","624","20210925061432"
"940","Egyptian_people_of_Nubian_descent","30836871","Category","247","20190406075151"
"941","Norwegian_people_of_Kenyan_descent","30852412","Category","193","20181006220300"
"942","Speeches_by_Malcolm_X","30854834","Category","74","20201224011836"
"943","Lists_of_African-American_people","30897309","Category","310","20220411014358"
"944","Works_by_Maya_Angelou","30924913","Category","356","20220107024453"
"945","American_people_of_Rwandan_descent","30931494","Category","200","20140506235439"
"946","Films_directed_by_Mario_Van_Peebles","30957387","Category","187","20220425002734"
"947","Egyptian_people_of_Sudanese_descent","31073142","Category","248","20180328174620"
"948","Norwegian_people_of_Liberian_descent","31243895","Category","194","20181117203908"
"949","Australian_people_of_Sudanese_descent","31307721","Category","160","20180513165730"
"950","Italian_people_of_Tunisian_descent","31342607","Category","266","20191130195756"
"951","Works_by_Zora_Neale_Hurston","31374150","Category","362","20201024012339"
"952","Algerian_people_of_Democratic_Republic_of_the_Congo_descent","31474843","Category","289","20181117235456"
"953","British_people_of_Somali_descent","31598596","Category","300","20210210173352"
"954","Ford_family_of_Tennessee","31601112","Category","189","20201223062052"
"955","Argentine_people_of_Angolan_descent","31626415","Category","137","20230216042842"
"956","Dominican_Republic_people_of_Canarian_descent","31669610","Category","173","20180403141840"
"957","Swiss_people_of_Egyptian_descent","31733538","Category","308","20181117210455"
"958","Australian_people_of_Ethiopian_descent","31787392","Category","194","20180702121629"
"959","Australian_people_of_Moroccan_descent","31787991","Category","203","20180513165715"
"960","Singaporean_people_of_African_descent","31802881","Category","115","20180411204934"
"961","Black_Canadian_actresses","31815929","Category","196","20200410104938"
"962","Singaporean_people_of_Nigerian_descent","31830268","Category","266","20181117215656"
"963","French_Guianan_people_of_Lebanese_descent","31830455","Category","233","20200512010019"
"964","English_people_of_Indo-Trinidadian_descent","31843861","Category","184","20210327164517"
"965","The_Weeknd_albums","31932252","Category","389","20221205171843"
"966","Syrian_people_of_Palestinian_descent","31946244","Category","303","20220809152416"
"967","Cleveland_Buckeyes_players","31960393","Category","130","20200424004242"
"968","British_people_of_Ugandan_descent","32014686","Category","148","20230216043017"
"969","Cape_Verdean_emigrants","32068221","Category","128","20120706013450"
"970","American_people_of_Hausa_descent","32071744","Category","92","20200508213206"
"971","Senegalese_emigrants","32087799","Category","124","20120706015715"
"972","Bissau-Guinean_emigrants","32087949","Category","132","20150831025458"
"973","Films_directed_by_Troy_Beyer","32097098","Category","173","20180702133619"
"974","Down_with_Webster_songs","32097845","Category","120","20170127222631"
"975","American_people_of_Eritrean_descent","32101909","Category","174","20130214172228"
"976","American_people_of_Tanzanian_descent","32110257","Category","208","20230216043017"
"977","American_people_of_Mozambican_descent","32110267","Category","222","20221223070121"
"978","British_people_of_Grenadian_descent","32110336","Category","149","20200906225446"
"979","British_people_of_Eritrean_descent","32110353","Category","192","20180519211246"
"980","Ukrainian_people_of_Nigerian_descent","32110367","Category","263","20181117215311"
"981","Togolese_people_of_Nigerian_descent","32110381","Category","200","20181118032404"
"982","Romanian_people_of_Nigerian_descent","32110389","Category","266","20181113083708"
"983","Swiss_people_of_Angolan_descent","32110415","Category","254","20230216042842"
"984","South_African_people_of_Kenyan_descent","32110444","Category","97","20180425185047"
"985","South_African_people_of_Seychellois_descent","32110446","Category","107","20230216042842"
"986","Norwegian_people_of_Tanzanian_descent","32110545","Category","198","20230216043017"
"987","New_Zealand_people_of_Kenyan_descent","32110573","Category","95","20150217223044"
"988","Lebanese_people_of_Egyptian_descent","32110579","Category","320","20181001134851"
"989","Italian_people_of_Libyan_descent","32110586","Category","248","20180804083749"
"990","Canadian_people_of_Zimbabwean_descent","32110652","Category","218","20171225045310"
"991","German_people_of_Zimbabwean_descent","32110665","Category","199","20180501204315"
"992","Chinese_people_of_Zimbabwean_descent","32110671","Category","139","20180204085816"
"993","French_people_of_Seychellois_descent","32110682","Category","151","20230216042842"
"994","Canadian_people_of_Liberian_descent","32110751","Category","211","20181118032836"
"995","Belgian_people_of_Rwandan_descent","32111530","Category","159","20190823172711"
"996","Togolese_emigrants_to_the_United_States","32111623","Category","141","20110617035056"
"997","American_people_of_Togolese_descent","32111628","Category","195","20180519204515"
"998","Togolese_emigrants","32111633","Category","120","20120706020139"
"999","Slavery_in_Brazil","32125026","Category","278","20211127235748"
"1000","South_African_people_of_Lesotho_descent","32148351","Category","145","20230216042842"
"1001","People_of_Lesotho_descent","32148354","Category","225","20190730003709"
"1002","Swazi_emigrants_to_the_United_Kingdom","32148460","Category","189","20161126033005"
"1003","British_people_of_Swazi_descent","32148466","Category","138","20230216043017"
"1004","Swazi_emigrants","32148471","Category","114","20140707141354"
"1005","Swazi_emigrants_to_Canada","32148480","Category","117","20140707140300"
"1006","Canadian_people_of_Swazi_descent","32148485","Category","195","20230216043017"
"1007","Swazi_emigrants_to_South_Africa","32148507","Category","134","20140707140043"
"1008","Cape_Verdean_emigrants_to_the_Netherlands","32148534","Category","142","20110620094130"
"1009","Cape_Verdean_emigrants_to_Portugal","32148554","Category","125","20201102003437"
"1010","South_African_emigrants_to_Namibia","32155661","Category","135","20110621005015"
"1011","Namibian_people_of_Malawian_descent","32155680","Category","203","20230216042610"
"1012","Zimbabwean_emigrants_to_Namibia","32155709","Category","129","20110621005659"
"1013","Namibian_people_of_Zimbabwean_descent","32155714","Category","211","20131103001331"
"1014","Angolan_emigrants_to_Namibia","32155791","Category","123","20110621010902"
"1015","Namibian_people_of_Angolan_descent","32155794","Category","200","20230216042842"
"1016","Namibian_emigrants_to_the_United_Kingdom","32155801","Category","195","20161126032413"
"1017","British_people_of_Namibian_descent","32155806","Category","143","20230216043017"
"1018","Namibian_emigrants","32155808","Category","120","20120706014013"
"1019","Filipino_people_of_Egyptian_descent","32175574","Category","303","20180405104106"
"1020","Gabonese_emigrants_to_the_United_States","32176623","Category","141","20110623002523"
"1021","Gabonese_emigrants","32176626","Category","120","20120706015106"
"1022","Gabonese_emigrants_to_France","32176632","Category","121","20110623002830"
"1023","Gambian_emigrants_to_the_United_States","32176854","Category","139","20110623010846"
"1024","Swiss_people_of_Nigerian_descent","32182085","Category","251","20180319173952"
"1025","Algerian_emigrants_to_Australia","32201477","Category","121","20210318111535"
"1026","Algerian_emigrants_to_Canada","32201484","Category","123","20121113010810"
"1027","Algerian_emigrants_to_France","32201496","Category","135","20200727155353"
"1028","Algerian_emigrants_to_Israel","32201565","Category","121","20220906140116"
"1029","Algerian_emigrants_to_the_United_Kingdom","32201570","Category","200","20130322034804"
"1030","Algerian_emigrants_to_the_United_States","32201574","Category","141","20130322034818"
"1031","Angolan_emigrants_to_Portugal","32202099","Category","127","20110625152803"
"1032","Angolan_emigrants_to_Switzerland","32202104","Category","128","20110625152817"
"1033","Angolan_emigrants_to_the_United_States","32202108","Category","139","20110728001150"
"1034","Antigua_and_Barbuda_emigrants_to_the_United_Kingdom","32202112","Category","233","20110625152844"
"1035","Beninese_emigrants_to_the_United_States","32202836","Category","141","20110625162308"
"1036","Cameroonian_emigrants_to_Canada","32204046","Category","178","20110625175017"
"1037","Cameroonian_emigrants_to_France","32204052","Category","127","20110625175047"
"1038","Cameroonian_emigrants_to_the_United_States","32204056","Category","146","20110625175101"
"1039","Cape_Verdean_emigrants_to_the_United_States","32204753","Category","149","20110625184928"
"1040","Democratic_Republic_of_the_Congo_emigrants_to_Belgium","32204765","Category","224","20180322175457"
"1041","Democratic_Republic_of_the_Congo_emigrants_to_Canada","32204791","Category","198","20110625185205"
"1042","Democratic_Republic_of_the_Congo_emigrants_to_France","32204793","Category","169","20110625185215"
"1043","Democratic_Republic_of_the_Congo_emigrants_to_Germany","32204802","Category","237","20171221025404"
"1044","Democratic_Republic_of_the_Congo_emigrants_to_the_Netherlands","32204809","Category","182","20110625185342"
"1045","Democratic_Republic_of_the_Congo_emigrants_to_the_United_Kingdom","32204816","Category","270","20161126031027"
"1046","Democratic_Republic_of_the_Congo_emigrants_to_the_United_States","32204820","Category","216","20110625185433"
"1047","Egyptian_emigrants_to_Australia","32205444","Category","127","20190704133604"
"1048","Egyptian_emigrants_to_Canada","32205452","Category","169","20130404012223"
"1049","Egyptian_emigrants_to_France","32205459","Category","121","20130322034902"
"1050","Egyptian_emigrants_to_the_United_Kingdom","32205466","Category","142","20130322034904"
"1051","Egyptian_emigrants_to_Israel","32205475","Category","273","20220906135710"
