"number","title","pageid","namespace","length","touched"
"3290","Scottish_people_of_Zambian_descent","52208177","Category","328","20230216043018"
"3291","Danish_people_of_Ugandan_descent","52263610","Category","132","20230216043017"
"3292","Arab-Israeli_film_directors","52269076","Category","138","20190114100600"
"3293","Dutch_people_of_Ivorian_descent","52334439","Category","208","20181117210430"
"3294","African-American_women_composers","52350494","Category","387","20221208221126"
"3295","Austrian_people_of_Kenyan_descent","52368049","Category","269","20181117210917"
"3296","Bulgarian_people_of_Nigerian_descent","52407095","Category","250","20230216042609"
"3297","Liberian_expatriates_in_Monaco","52427628","Category","75","20161130001713"
"3298","Somalian_emigrants_to_Pakistan","52432910","Category","74","20200510211856"
"3299","American_freedmen","52446742","Category","400","20211128001800"
"3300","Black_Canadian_businesspeople","52555408","Category","94","20221011081206"
"3301","Gonzalo_Rubalcaba_live_albums","52580919","Category","184","20211026033652"
"3302","Republic_of_the_Congo_emigrants_to_Austria","52599334","Category","186","20200229195849"
"3303","Black_Hebrew_Israelite_people","52601347","Category","123","20200222002256"
"3304","Cultural_depictions_of_O._J._Simpson","52620885","Category","404","20230311132642"
"3305","New_York_Cubans","52621456","Category","358","20211223222058"
"3306","Samba_albums_by_Brazilian_artists","52647021","Category","111","20190818225903"
"3307","Carmen_Miranda_albums","52647023","Category","184","20190320005630"
"3308","Barry_Bonds","52676602","Category","264","20211201114623"
"3309","West_Area_Computers","52689956","Category","240","20210518062453"
"3310","Swedish_people_of_Gabonese_descent","52706818","Category","191","20201009222704"
"3311","Swedish_people_of_Central_African_Republic_descent","52706825","Category","248","20220110194121"
"3312","Angolan_people_of_Democratic_Republic_of_the_Congo_descent","52707321","Category","306","20200730060438"
"3313","Belgian_people_of_Republic_of_the_Congo_descent","52749622","Category","219","20191209231706"
"3314","Cultural_depictions_of_Muhammad_Ali","52756904","Category","314","20230311132608"
"3315","Napoleonville,_Louisiana","52765951","Category","220","20190329094855"
"3316","Dutch_people_of_Senegalese_descent","52801956","Category","201","20230216042841"
"3317","Scottish_people_of_Somali_descent","52855172","Category","296","20230216043018"
"3318","Scottish_people_of_Ghanaian_descent","52855201","Category","246","20230216043018"
"3319","Dangriga","52914642","Category","226","20180329181031"
"3320","Gabonese_people_of_Central_African_Republic_descent","52916759","Category","284","20181118030846"
"3321","Senegalese_people_of_Cameroonian_descent","52928039","Category","223","20181118032312"
"3322","Sierra_Leonean_people_of_Ghanaian_descent","52930369","Category","212","20181118032333"
"3323","Ghanaian_people_of_Sierra_Leonean_descent","52930393","Category","152","20201009201448"
"3324","Israeli_people_of_Democratic_Republic_of_the_Congo_descent","52981768","Category","137","20170125152414"
"3325","Russian_people_of_Angolan_descent","53018857","Category","188","20230216042842"
"3326","Kenyan_emigrants_to_France","53041657","Category","117","20170131064412"
"3327","Spanish_people_of_Mauritanian_descent","53053973","Category","202","20220111021941"
"3328","Swiss_people_of_South_Sudanese_descent","53071040","Category","296","20181117210538"
"3329","Senegalese_people_of_Bissau-Guinean_descent","53083313","Category","167","20181118032316"
"3330","Swiss_people_of_Senegalese_descent","53084591","Category","267","20181117210533"
"3331","Anti-black_racism_in_England","53084847","Category","92","20170204074812"
"3332","Slovak_people_of_Togolese_descent","53098951","Category","199","20221226061907"
"3333","Slovak_people_of_African_descent","53098956","Category","144","20180308142744"
"3334","Slovak_people_of_Malian_descent","53098978","Category","193","20190422194216"
"3335","Togolese_emigrants_to_France","53122570","Category","121","20170208031904"
"3336","African-American_people_in_New_Mexico_politics","53126528","Category","226","20170208151926"
"3337","Brazilian_people_of_Bissau-Guinean_descent","53151354","Category","155","20230123144909"
"3338","Bissau-Guinean_people_of_Guinean_descent","53151384","Category","210","20181117235520"
"3339","O._J._Simpson","53152786","Category","498","20190811094933"
"3340","Liberian_expatriates_in_the_United_Kingdom","53159253","Category","154","20181117160109"
"3341","South_African_emigrants_to_Argentina","53163557","Category","140","20211228093040"
"3342","Egyptian_emigrants_to_Mexico","53172097","Category","122","20170213003509"
"3343","Turkish_people_of_Algerian_descent","53196758","Category","291","20180711073826"
"3344","Turkish_emigrants_to_Egypt","53197905","Category","119","20170215123533"
"3345","Kenyan_emigrants_to_the_Netherlands","53211570","Category","130","20170216181353"
"3346","Lists_of_ambassadors_of_Liberia","53227904","Category","186","20220208161550"
"3347","Ambassadors_of_Liberia_to_the_United_States","53228086","Category","193","20191016020210"
"3348","People_from_Thénia","53233281","Category","322","20220417130054"
"3349","People_from_Zemmouri","53234646","Category","420","20210322100108"
"3350","People_from_Boudouaou","53234663","Category","417","20210322102346"
"3351","People_from_Boumerdès","53234695","Category","415","20210322085421"
"3352","German_people_of_Namibian_descent","53240881","Category","135","20230216043017"
"3353","French_people_of_Somali_descent","53244638","Category","179","20191210234948"
"3354","African-American_people_in_United_States_Virgin_Island_politics","53245365","Category","233","20200609203147"
"3355","Iraqi_emigrants_to_Lebanon","53256907","Category","119","20170221035041"
"3356","Sudanese_emigrants_to_Romania","53263639","Category","125","20170221175153"
"3357","Romanian_people_of_Guinean_descent","53268752","Category","151","20180512125141"
"3358","Rhodesian_people_of_Afrikaner_descent","53284810","Category","166","20171220023139"
"3359","Zimbabwean_people_of_Afrikaner_descent","53284823","Category","40","20170223154236"
"3360","French_people_of_Benga_descent","53285415","Category","36","20170223162913"
"3361","Finnish_people_of_Angolan_descent","53285438","Category","189","20181117204854"
"3362","Finnish_people_of_South_African_descent","53285441","Category","213","20181117204856"
"3363","Canadian_people_of_Black_Nova_Scotian_descent","53285461","Category","106","20201112234218"
"3364","American_people_of_Black_Nova_Scotian_descent","53285477","Category","98","20170223163622"
"3365","Belgian_people_of_Central_African_Republic_descent","53285524","Category","340","20220110194126"
"3366","Nigerian_people_of_Liberated_African_descent","53286656","Category","107","20180623202315"
"3367","Sierra_Leonean_people_of_Liberated_African_descent","53286663","Category","123","20180623202413"
"3368","Moroccan_people_of_Sahrawi_descent","53288783","Category","39","20170223204440"
"3369","Norwegian_people_of_South_Sudanese_descent","53288871","Category","216","20181117203915"
"3370","Scottish_people_of_Zimbabwean_descent","53288956","Category","220","20220111010214"
"3371","Liberian_expatriates_in_Sweden","53292230","Category","115","20170224032847"
"3372","Spanish_people_of_Syrian-Assyrian_descent","53294041","Category","156","20180625182900"
"3373","British_people_of_Sierra_Leone_Creole_descent","53294049","Category","110","20200925154715"
"3374","Nigerian_people_of_Sierra_Leone_Creole_descent","53294057","Category","50","20170224090449"
"3375","Liberian_people_of_Sierra_Leone_Creole_descent","53294066","Category","50","20170224090528"
"3376","Gambian_people_of_Sierra_Leone_Creole_descent","53294090","Category","104","20190413150349"
"3377","Black_Irish_sportspeople","53316578","Category","124","20190505091747"
"3378","Austrian_people_of_Libyan_descent","53322461","Category","271","20181117210920"
"3379","Liberian_emigrants_to_the_United_Kingdom","53342467","Category","142","20170228224955"
"3380","Oromo_Liberation_Front","53390357","Category","1034","20210615184632"
"3381","Portuguese_people_of_Ghanaian_descent","53396299","Category","187","20180501201337"
"3382","Belarusian_people_of_African_descent","53405045","Category","181","20180412191711"
"3383","Mexican_people_of_Luo_descent","53420563","Category","81","20170308110814"
"3384","Senegalese_emigrants_to_Spain","53425319","Category","124","20170308201333"
"3385","Yemenite_people_of_Iranian_descent","53438738","Category","54","20180331103451"
"3386","Qatari_people_of_Cape_Verdean_descent","53468655","Category","334","20181117215550"
"3387","Moroccan_emigrants_to_Turkey","53470121","Category","122","20170313100752"
"3388","Ethiopian_emigrants_to_France","53483633","Category","162","20210815214247"
"3389","Danish_people_of_Somali_descent","53504918","Category","244","20211021162259"
"3390","BadBadNotGood_songs","53518923","Category","88","20191111232207"
"3391","Boxing_matches_involving_Muhammad_Ali","53524604","Category","82","20170906050449"
"3392","Muhammad_Ali_family","53526143","Category","228","20201223061314"
"3393","Norwegian_people_of_Moroccan-Jewish_descent","53558700","Category","170","20170321202241"
"3394","Central_African_Republic_people_of_Republic_of_the_Congo_descent","53576029","Category","280","20170323161358"
"3395","African-American_economists","53576816","Category","240","20210505213358"
"3396","African-American_women_lawyers","53577339","Category","393","20220305055100"
"3397","Belgian_people_of_Tunisian_descent","53596284","Category","208","20190826155121"
"3398","Belgian_people_of_Beninese_descent","53597960","Category","283","20190916062201"
"3399","Ambassadors_of_Liberia_to_China","53600181","Category","200","20191016020205"
"3400","Liberian_expatriates_in_China","53600189","Category","112","20170326095007"
"3401","African-American_women_engineers","53600813","Category","386","20210424181958"
"3402","Vietnamese_people_of_Kenyan_descent","53630533","Category","245","20230216042608"
"3403","Hyksos","53657424","Category","348","20180324171905"
"3404","Kenyan_emigrants_to_Denmark","53659589","Category","119","20170401163619"
"3405","Ethiopian_emigrants_to_New_Zealand","53711439","Category","138","20180702121914"
"3406","Hyksos_cities_in_ancient_Egypt","53716725","Category","80","20180918073654"
"3407","Liberian_expatriates_in_Lithuania","53722795","Category","134","20181117160055"
"3408","Syrian_people_of_Cypriot_descent","53750606","Category","192","20210213133906"
"3409","Dutch_people_of_Eritrean_descent","53847509","Category","259","20181117210330"
"3410","Norwegian_people_of_Tunisian_descent","53854702","Category","204","20181117203918"
"3411","People_who_lost_South_African_citizenship","53879206","Category","134","20170425170402"
"3412","Black_British_male_rappers","53906072","Category","363","20211118005608"
"3413","Gabonese_people_of_Ivorian_descent","53934150","Category","220","20181118030852"
"3414","Norwegian_people_of_Republic_of_the_Congo_descent","53953660","Category","258","20181117203859"
"3415","Bosnia_and_Herzegovina_people_of_Senegalese_descent","53977559","Category","375","20230216042841"
"3416","African_and_Black_nationalism_in_the_United_Kingdom","54074496","Category","280","20170518074937"
"3417","Black_British_culture_by_city","54098054","Category","165","20220110150506"
"3418","English_people_of_Angolan_descent","54102255","Category","111","20230216042609"
"3419","Actors_of_Algerian_descent","54107028","Category","106","20180530162413"
"3420","Actresses_of_Algerian_descent","54107048","Category","156","20221010224334"
"3421","African-American_centenarians","54139174","Category","189","20211129090817"
"3422","Danish_people_of_Tunisian_descent","54145418","Category","308","20211201171928"
"3423","Italian_people_of_Burkinabé_descent","54224264","Category","229","20191130195747"
"3424","British_people_of_Guinea-Bissauan_descent","54224833","Category","209","20180519205023"
"3425","English_people_of_Bissau-Guinean_descent","54224834","Category","117","20180519204900"
"3426","Welsh_people_of_Saint_Kitts_and_Nevis_descent","54225283","Category","208","20230216042609"
"3427","English_people_of_Beninese_descent","54247042","Category","169","20200109214150"
"3428","Venezuelan_people_of_Cameroonian_descent","54260445","Category","284","20221218175247"
"3429","South_African_emigrants_to_Jamaica","54283357","Category","135","20170612085626"
"3430","Jamaican_people_of_South_African_descent","54283363","Category","224","20170612085823"
"3431","Jamaican_people_of_Ethiopian_descent","54283368","Category","259","20180702120851"
"3432","Belgian_people_of_Chadian_descent","54290265","Category","168","20191209231651"
"3433","Swiss_people_of_Chadian_descent","54290326","Category","252","20230216042841"
"3434","French_people_of_Nigerien_descent","54305998","Category","140","20180105170255"
"3435","Danish_people_of_Bissau-Guinean_descent","54306024","Category","289","20181117204906"
"3436","English_people_of_Somali_descent","54309524","Category","163","20210415141831"
"3437","African-American_sheriffs","54314180","Category","191","20230210145824"
"3438","Ethiopian_people_of_African_descent","54326180","Category","173","20191220174121"
"3439","Finnish_people_of_Namibian_descent","54328576","Category","208","20230216043017"
"3440","Books_by_Patricia_McKissack","54360052","Category","166","20220422054321"
"3441","Black_British_activists","54419344","Category","448","20200325162229"
"3442","Shilha_people","54421436","Category","126","20190809103349"
"3443","People_of_Shilha_descent","54421452","Category","109","20190809103350"
"3444","French_people_of_Shilha_descent","54421467","Category","98","20190809103352"
"3445","Ethiopian_expatriates_in_Norway","54436924","Category","191","20181117153032"
"3446","African-American_male_child_actors","54451902","Category","306","20220522220128"
"3447","Qatari_people_of_Syrian_descent","54471049","Category","352","20181117215611"
"3448","Antigua_and_Barbuda_people_of_Nigerian_descent","54510649","Category","296","20181118032736"
"3449","South_Korean_people_of_Nigerian_descent","54523238","Category","486","20201009220202"
"3450","Irish_people_of_Moroccan_descent","54594901","Category","297","20181117215002"
"3451","Cultural_depictions_of_Malcolm_X","54595038","Category","377","20230311132608"
"3452","Sierra_Leoneans_of_Jamaican_Maroon_descent","54603562","Category","266","20200623151721"
"3453","Lebanese_emigrants_to_Kuwait","54645840","Category","185","20180128121219"
"3454","German_people_of_Malian_descent","54713385","Category","138","20191211001730"
"3455","Swiss_people_of_Ethiopian_descent","54772955","Category","264","20181117210458"
"3456","Saudi_Arabian_people_of_Egyptian_descent","54851077","Category","453","20181117215624"
"3457","Icelandic_people_of_African_descent","54954387","Category","153","20170818214512"
"3458","French_people_of_Gambian_descent","54964181","Category","199","20191210234920"
"3459","English_people_of_Senegalese_descent","54964211","Category","175","20190122213632"
"3460","Gambian_people_of_Senegalese_descent","54964216","Category","169","20230216042840"
"3461","Swiss_people_of_Rwandan_descent","54988854","Category","206","20181117210530"
"3462","Boxing_matches_involving_Mike_Tyson","55040257","Category","87","20170906050721"
"3463","Beninese_people_of_Nigerien_descent","55041826","Category","142","20211014235647"
"3464","Dutch_people_of_Guinean_descent","55049120","Category","252","20181117210335"
"3465","Freedmen's_Bureau","55080492","Category","436","20211014001917"
"3466","Ghanaian_emigrants_to_England","55111715","Category","140","20170901114609"
"3467","Ghanaian_emigrants_to_Wales","55111884","Category","198","20220308051517"
"3468","National_Council_of_Negro_Women","55121803","Category","148","20170902114736"
"3469","Presidents_of_the_National_Association_of_Colored_Women's_Clubs","55143848","Category","322","20220819142208"
"3470","Egyptian_people_of_Cypriot_descent","55157784","Category","215","20210210171203"
"3471","Democratic_Republic_of_the_Congo_emigrants_to_Austria","55162948","Category","117","20200606204757"
"3472","Zambian_people_of_Democratic_Republic_of_the_Congo_descent","55177634","Category","202","20181118032418"
"3473","Dominican_Vudú","55189018","Category","222","20180104002227"
"3474","Hafsid_caliphs","55195135","Category","105","20220903131835"
"3475","14th-century_Hafsid_caliphs","55195141","Category","277","20220604163438"
"3476","15th-century_Hafsid_caliphs","55198754","Category","276","20220604163441"
"3477","Members_of_the_Moorish_Science_Temple_of_America","55260458","Category","224","20180402111430"
"3478","Egyptian_people_of_Coptic_descent","55261088","Category","224","20190903111823"
"3479","Finnish_people_of_Moroccan-Berber_descent","55261361","Category","183","20190809103354"
"3480","Saudi_Arabian_people_of_Iranian_descent","55265926","Category","318","20210213133604"
"3481","English_people_of_Coptic_descent","55300559","Category","99","20180519205311"
"3482","British_people_of_Coptic_descent","55301151","Category","100","20190121230206"
"3483","Cameroonian_emigrants_to_Australia","55335222","Category","137","20180416135231"
"3484","Michelle_Obama","55355232","Category","253","20230102225010"
"3485","Tunisian_emigrants_to_Egypt","55433402","Category","166","20171003211616"
"3486","African-American_cinematographers","55447006","Category","235","20210809230406"
"3487","Republic_of_the_Congo_emigrants_to_Portugal","55454271","Category","105","20201101154718"
"3488","Russian_people_of_Republic_of_the_Congo_descent","55525927","Category","229","20180512131839"
"3489","German_people_of_Seychellois_descent","55613656","Category","108","20230216042842"
"3490","Phillis_Wheatley","55660431","Category","387","20211229001616"
"3491","20th-century_African-American_people","55689184","Category","353","20221230012507"
"3492","Democratic_Republic_of_the_Congo_emigrants_to_Luxembourg","55732998","Category","184","20171107060404"
"3493","African-American_women_artists","55770408","Category","267","20200727120228"
"3494","Cuban_people_of_Sierra_Leonean_descent","55799957","Category","104","20180725104539"
"3495","Cape_Verdean_people_of_Mozambican_descent","55839961","Category","169","20181117235534"
"3496","Ivorian_emigrants_to_Benin","55872646","Category","119","20180331182929"
"3497","Zimbabwean_people_of_Mozambican_descent","55873395","Category","227","20180501205939"
"3498","Alexandre_Pires_albums","55887263","Category","183","20190320005521"
"3499","Palestinian_emigrants_to_the_United_Arab_Emirates","55895399","Category","160","20171126200146"
"3500","Chinese_people_of_African-American_descent","55921039","Category","173","20180510204443"
"3501","African_American_rock_saxophonists","55928714","Category","42","20171130071421"
"3502","African_American_saxophonists","55928718","Category","88","20171130071542"
"3503","Croatian_people_of_African-American_descent","55960476","Category","179","20180507202606"
"3504","African-American_trade_unionists","55999210","Category","157","20221217105321"
"3505","Louis_Farrakhan","56039475","Category","267","20220731191153"
"3506","Rwandan_emigrants_to_the_United_Kingdom","56050521","Category","140","20171214185251"
"3507","Ugandan_emigrants_to_Zimbabwe","56060892","Category","168","20180501204908"
"3508","Icelandic_people_of_Mozambican_descent","56064283","Category","272","20201010024526"
"3509","Liberian_expatriates_in_Spain","56069141","Category","112","20180124030818"
"3510","African-American_contemporary_artists","56081289","Category","169","20200429002246"
"3511","Black_British_women_rappers","56085651","Category","353","20211118004521"
"3512","Algerian_expatriates_in_Monaco","56093841","Category","175","20180429210046"
"3513","Ambassadors_of_the_Democratic_Republic_of_the_Congo_to_Brazil","56101106","Category","333","20191016021433"
"3514","Luxembourgian_people_of_Cameroonian_descent","56101870","Category","233","20200128174046"
"3515","Luxembourgian_people_of_Republic_of_the_Congo_descent","56101930","Category","280","20181117215109"
"3516","Maltese_people_of_African_descent","56113394","Category","159","20171222185333"
"3517","Sudanese_emigrants_to_Ireland","56115985","Category","74","20200517151934"
"3518","Lebanese_people_of_Kurdish_descent","56116385","Category","111","20210213124647"
"3519","South_African_emigrants_to_Monaco","56116887","Category","91","20171223064209"
"3520","South_African_chiefs","56126679","Category","81","20180718180812"
"3521","African-American_government_officials","56148081","Category","170","20220411015109"
"3522","British_people_of_South_African-Jewish_descent","56173132","Category","187","20191022045937"
"3523","English_people_of_South_African-Jewish_descent","56173135","Category","191","20171230202456"
"3524","Ghanaian_emigrants_to_Germany","56173901","Category","123","20180625111810"
"3525","Ghanaian_emigrants_to_Belgium","56174326","Category","151","20190929193642"
"3526","Namibian_expatriates_in_East_Germany","56218287","Category","90","20180105013657"
"3527","Czech_people_of_Nigerian_descent","56246495","Category","262","20181117211133"
"3528","Croatian_people_of_African_descent","56246530","Category","180","20230216043018"
"3529","Ugandan_emigrants_to_Germany","56279234","Category","167","20180111212123"
"3530","English_people_of_Seychellois_descent","56290084","Category","167","20190909164850"
"3531","Malawian_sportspeople_people_of_Pakistani_descent","56299201","Category","118","20180114020346"
"3532","Vaughan_family_(Lagos)","56350728","Category","563","20190420155755"
"3533","Indonesian_people_of_Nigerian_descent","56359647","Category","275","20181117215457"
"3534","Yemeni_people_of_Iranian_descent","56394923","Category","243","20180124155306"
"3535","Iraqi_people_of_Moroccan_descent","56486970","Category","244","20180620132926"
"3536","Afro-Brazilian_women_singers","56509599","Category","187","20211019200026"
"3537","Afro-Brazilian_women","56509609","Category","200","20211019195940"
"3538","Afro-Brazilian_singers","56509626","Category","197","20211019195934"
"3539","Afro-Brazilian_female_dancers","56509635","Category","155","20211019200022"
"3540","Afro-Brazilian_actresses","56509663","Category","200","20211019200020"
"3541","Afro-Brazilian_actors","56509682","Category","164","20211019195920"
"3542","Cameroonian_people_of_Malian_descent","56527249","Category","107","20180414213532"
"3543","Afro-Brazilian_singer-songwriters","56527500","Category","413","20220804055025"
"3544","Afro-Brazilian_songwriters","56527509","Category","254","20220804055023"
"3545","Afro-Brazilian_women_singer-songwriters","56527593","Category","281","20211021024912"
"3546","Ukrainian_people_of_Ghanaian_descent","56530204","Category","247","20180501201446"
"3547","Aline_Wirley_albums","56534147","Category","236","20190320010109"
"3548","Japanese_people_of_Senegalese_descent","56547402","Category","187","20181118032628"
"3549","Liberian_expatriates_in_the_Czech_Republic","56557916","Category","153","20181117160053"
"3550","Mexican_people_of_Nigerian_descent","56562189","Category","316","20180517131633"
"3551","Cultural_depictions_of_Frederick_Douglass","56579786","Category","390","20230311132608"
"3552","Cultural_depictions_of_Harriet_Tubman","56582246","Category","364","20230311132642"
"3553","Douglass_family","56589012","Category","280","20210815135037"
"3554","Democratic_Republic_of_the_Congo_emigrants_to_Wales","56589628","Category","316","20220307210438"
"3555","Algerian_people_of_Republic_of_the_Congo_descent","56589663","Category","262","20181117235457"
"3556","Mauritanian_emigrants","56597500","Category","126","20181007212227"
"3557","Vietnamese_people_of_African_descent","56612151","Category","187","20200929164542"
"3558","Democratic_Union_Party_(Syria)_politicians","56631851","Category","308","20190328155423"
"3559","Mexican_people_of_African-American_descent","56643421","Category","174","20191020012737"
"3560","Quander_family","56644716","Category","38","20180221005747"
"3561","Asian_people_of_Nigerian_descent","56650044","Category","132","20180410200217"
"3562","21st-century_African-American_people","56671950","Category","324","20220228163132"
"3563","Cultural_depictions_of_Nat_Turner","56689450","Category","263","20191130010627"
"3564","Japanese_people_of_Beninese_descent","56704488","Category","133","20181115064215"
"3565","Slovenian_people_of_African_descent","56723927","Category","147","20180803072542"
"3566","Malian_people_of_Ivorian_descent","56724514","Category","159","20181118031007"
"3567","Ivorian_emigrants_to_Mali","56724522","Category","123","20201003165741"
"3568","Algerian_people_of_Nigerian_descent","56727845","Category","258","20180517124422"
"3569","Turkish_people_of_Libyan_descent","56731491","Category","250","20180711074512"
"3570","J._T._Meirelles_albums","56732877","Category","178","20190320022654"
"3571","Afro-Brazilian_feminists","56742072","Category","207","20220520005138"
"3572","Afro-Brazilian_television_hosts","56742092","Category","99","20211019195926"
"3573","Afro-Brazilian_models","56742112","Category","118","20211021024916"
"3574","Afro-Brazilian_people_by_occupation","56742122","Category","155","20211118005248"
"3575","Afro-Brazilian_female_models","56742150","Category","186","20211021024918"
"3576","Hungarian_people_of_Ghanaian_descent","56756051","Category","203","20230108061053"
"3577","Montenegrin_people_of_African-American_descent","56756823","Category","176","20180507203307"
"3578","Montenegrin_people_of_African_descent","56756837","Category","503","20180305163729"
"3579","Macedonian_people_of_African-American_descent","56764930","Category","174","20180507203300"
"3580","Macedonian_people_of_African_descent","56764934","Category","457","20230216042609"
"3581","Iranian_people_of_African-American_descent","56786702","Category","595","20210428150235"
"3582","Libyan_people_of_Turkish_descent","56809775","Category","355","20181118031002"
"3583","South_African_people_of_Nigerian_descent","56818057","Category","149","20180517124732"
"3584","South_African_people_of_Yoruba_descent","56818071","Category","158","20180425190749"
"3585","Slovenian_people_of_Guinean_descent","56831088","Category","269","20181117215253"
"3586","Asian_people_of_Ghanaian_descent","56832023","Category","132","20180410200342"
"3587","Asian_people_of_Kenyan_descent","56832154","Category","128","20180410200408"
"3588","Asian_people_of_South_African_descent","56832173","Category","98","20180501202207"
"3589","Cultural_depictions_of_Booker_T._Washington","56833155","Category","345","20230311132642"
"3590","Cultural_depictions_of_Tiger_Woods","56848884","Category","281","20230311132642"
"3591","Nigerian_people_of_Burkinabé_descent","56859526","Category","99","20180407145209"
"3592","Films_by_African-American_directors","56862107","Category","174","20190623220349"
"3593","English_people_of_Burkinabé_descent","56864869","Category","186","20190122213400"
"3594","European_people_of_Nigerian_descent","56883117","Category","107","20180410200230"
"3595","Cameroonian_people_of_Nigerian_descent","56883245","Category","189","20180517124547"
"3596","English_people_of_Saint_Vincent_and_the_Grenadines_descent","56885320","Category","432","20220212173702"
"3597","Qatari_people_of_Mauritanian_descent","56889172","Category","280","20181117215603"
"3598","Lebanese_people_of_African_descent","56892936","Category","247","20180426202723"
"3599","Black_Arts_Movement","56894471","Category","492","20220614004444"
"3600","Black_Arts_Movement_people","56894518","Category","32","20180320195429"
"3601","Belarusian_people_of_Cameroonian_descent","56908062","Category","309","20181117210935"
"3602","Bosnia_and_Herzegovina_people_of_African-American_descent","56908068","Category","247","20190903221023"
"3603","Bosnia_and_Herzegovina_people_of_African_descent","56908073","Category","201","20180516181815"
"3604","Egyptian_people_of_Ethiopian_descent","56908645","Category","298","20180702121816"
"3605","Irish_people_of_Ivorian_descent","56908743","Category","261","20230216042841"
"3606","Luxembourgian_people_of_Angolan_descent","56915406","Category","219","20181117215059"
"3607","Indonesian_people_of_African-American_descent","56921380","Category","230","20221125093648"
"3608","Indonesian_people_of_African_descent","56921383","Category","145","20180323163518"
"3609","Senegalese_people_of_Algerian_descent","56922105","Category","275","20181118032311"
"3610","African-American_museum_directors","56924258","Category","122","20200507194541"
"3611","Turks_and_Caicos_Islands_people_of_Nigerian_descent","56930258","Category","293","20180517131355"
"3612","LGBT_Afro-Brazilians","56940316","Category","204","20230103155250"
"3613","British_people_of_Burkinabé_descent","56942690","Category","139","20180501205552"
"3614","African-American_IndyCar_Series_drivers","56956724","Category","103","20190627002231"
"3615","Welsh_people_of_Zambian_descent","56959334","Category","168","20230216042609"
"3616","Ivorian_people_of_Togolese_descent","56959951","Category","219","20181118030910"
"3617","Kashama_family","56965195","Category","157","20210731075703"
"3618","Egyptian_people_of_North_African_descent","56966813","Category","94","20180328172956"
"3619","Indian_people_of_Ethiopian_descent","56967013","Category","143","20180514195040"
"3620","Ivorian_emigrants_to_Belgium","56983605","Category","122","20180330142337"
"3621","Beninese_people_of_Ivorian_descent","56995563","Category","94","20180422202326"
"3622","Saudi_Arabian_people_of_Middle_Eastern_descent","57000051","Category","290","20180720105005"
"3623","Sudanese_people_of_Egyptian_descent","57000251","Category","311","20180518180319"
"3624","Ivorian_people_of_Moroccan_descent","57000267","Category","323","20181118030906"
"3625","Macau_people_of_Cape_Verdean_descent","57001187","Category","205","20180425211240"
"3626","Macau_people_of_São_Tomé_and_Príncipe_descent","57001198","Category","191","20180505125950"
"3627","Macau_people_of_African_descent","57001206","Category","195","20180401113536"
"3628","European_people_of_Moroccan_descent","57009221","Category","250","20211114142452"
"3629","Moroccan_emigrants_to_Poland","57009267","Category","72","20201026115306"
"3630","Asian_people_of_Moroccan_descent","57009324","Category","145","20180708100757"
"3631","Dominican_Republic_people_of_African_descent","57019981","Category","290","20190328102021"
"3632","Russian_people_of_Algerian_descent","57038623","Category","283","20180405192613"
"3633","Asian_people_of_Algerian_descent","57038644","Category","145","20180405101217"
"3634","European_people_of_Algerian_descent","57038655","Category","162","20180405101409"
"3635","Middle_Eastern_people_of_Tunisian_descent","57038706","Category","301","20180405102438"
"3636","Asian_people_of_Tunisian_descent","57038715","Category","145","20180405104000"
"3637","European_people_of_Tunisian_descent","57038726","Category","162","20180405102915"
"3638","Asian_people_of_Egyptian_descent","57038765","Category","207","20180405103943"
"3639","European_people_of_Egyptian_descent","57038777","Category","227","20180405104429"
"3640","Moroccan_people_of_Iranian_descent","57047719","Category","304","20181118031029"
"3641","Yemeni_people_of_Eritrean_descent","57047865","Category","206","20181117235345"
"3642","Kuwaiti_people_of_Turkish_descent","57048513","Category","339","20180616080718"
"3643","Yemeni_people_of_African_descent","57051017","Category","280","20200929163013"
"3644","Syrian_people_of_Jordanian_descent","57061867","Category","296","20210213133906"
"3645","Lebanese_people_of_African-American_descent","57068161","Category","230","20180510205125"
"3646","Grime_music_groups","57073335","Category","140","20181201025942"
"3647","19th-century_African-American_people","57084506","Category","284","20210630020920"
"3648","African-American_people_by_century","57084561","Category","155","20220410222747"
"3649","Somalian_emigrants_to_Denmark","57101571","Category","72","20200510211729"
"3650","Somalian_emigrants_to_Belgium","57101693","Category","72","20200510211700"
"3651","Jordanian_people_of_African-American_descent","57112184","Category","232","20180510205327"
"3652","Jordanian_people_of_African_descent","57112197","Category","248","20180412211906"
"3653","Jordanian_people_of_Middle_Eastern_descent","57112212","Category","328","20180517132720"
"3654","Black_Chinese_sportspeople","57118859","Category","184","20180518163317"
"3655","Afro-Brazilian_composers","57129483","Category","103","20211019195421"
"3656","Afro-Brazilian_male_singers","57129567","Category","127","20211019195339"
"3657","Afro-Brazilian_male_songer-songwriters","57129585","Category","279","20211021024910"
"3658","Afro-Brazilian_musicians","57129621","Category","84","20211019195930"
"3659","Cameroonian_emigrants_to_the_United_Kingdom","57143607","Category","148","20180416135017"
"3660","Australian_people_of_Cameroonian_descent","57143639","Category","104","20180416135252"
"3661","Australian_people_of_Burundian_descent","57143653","Category","100","20180416135413"
"3662","Bissau-Guinean_emigrants_to_France","57146209","Category","147","20180416193225"
"3663","European_people_of_Cameroonian_descent","57152088","Category","113","20180417130555"
