value,valueLabel,ct,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q173491,Tamil,4,http://www.wikidata.org/entity/Q90321423,Raina MacIntyre
http://www.wikidata.org/entity/Q1800513,Laguna people,4,http://www.wikidata.org/entity/Q273001,Leslie Marmon Silko
http://www.wikidata.org/entity/Q183573,Hui people,4,http://www.wikidata.org/entity/Q7333,Zheng He
http://www.wikidata.org/entity/Q201501,Baloch,4,http://www.wikidata.org/entity/Q6895710,Abdol-Hamid Isam'eelzahi
http://www.wikidata.org/entity/Q245794,Greek Cypriots,4,http://www.wikidata.org/entity/Q16205858,Steve Lazarides
http://www.wikidata.org/entity/Q2505231,Ukrainian Americans,4,http://www.wikidata.org/entity/Q4749380,Amy Schumer
http://www.wikidata.org/entity/Q2606511,Lebanese,4,http://www.wikidata.org/entity/Q4808302,Assaad W. Razzouk
http://www.wikidata.org/entity/Q271790,Karen people,4,http://www.wikidata.org/entity/Q62020126,Naw K’nyaw Paw
http://www.wikidata.org/entity/Q2849692,Anglo-Irish people,4,http://www.wikidata.org/entity/Q3364640,Cecil Frances Alexander
http://www.wikidata.org/entity/Q3015339,Danish Americans,4,http://www.wikidata.org/entity/Q336432,Gutzon Borglum
http://www.wikidata.org/entity/Q3094841,Welsh American,4,http://www.wikidata.org/entity/Q3403537,Griffith J. Griffith
http://www.wikidata.org/entity/Q318674,Oromo people,4,http://www.wikidata.org/entity/Q25704167,Hachalu Hundessa
http://www.wikidata.org/entity/Q321090,German Brazilians,4,http://www.wikidata.org/entity/Q25448741,Aryane Steinkopf
http://www.wikidata.org/entity/Q3300127,Lebanese Brazilians,4,http://www.wikidata.org/entity/Q3335620,Nanda Costa
http://www.wikidata.org/entity/Q3567287,Cebuano people,4,http://www.wikidata.org/entity/Q3543286,Pilita Corrales
http://www.wikidata.org/entity/Q374277,Yolŋu people,4,http://www.wikidata.org/entity/Q64025668,Banduk Marika
http://www.wikidata.org/entity/Q379636,Torres Strait Islanders,4,http://www.wikidata.org/entity/Q710474,Frank Farina
http://www.wikidata.org/entity/Q402913,Bengali people,4,http://www.wikidata.org/entity/Q7241,Rabindranath Tagore
http://www.wikidata.org/entity/Q403034,Idoma people,4,http://www.wikidata.org/entity/Q222021,2face Idibia
http://www.wikidata.org/entity/Q478289,Jews in Hungary,4,http://www.wikidata.org/entity/Q44003,Theodor Herzl
http://www.wikidata.org/entity/Q483505,Tajiks,4,http://www.wikidata.org/entity/Q469319,Nadia Anjuman
http://www.wikidata.org/entity/Q48767841,Bundjalung,4,http://www.wikidata.org/entity/Q633977,Archie Roach
http://www.wikidata.org/entity/Q5029681,Canadian Americans,4,http://www.wikidata.org/entity/Q337511,Jordan Knight
http://www.wikidata.org/entity/Q5147921,Colombian Americans,4,http://www.wikidata.org/entity/Q576181,Adassa
http://www.wikidata.org/entity/Q582779,Sikh,4,http://www.wikidata.org/entity/Q6122681,Jagmeet Singh
http://www.wikidata.org/entity/Q592821,Dagbamba,4,http://www.wikidata.org/entity/Q16211514,Haruna Iddrisu
http://www.wikidata.org/entity/Q6127469,Jamaicans,4,http://www.wikidata.org/entity/Q109302880,Panteha Abareshi
http://www.wikidata.org/entity/Q622728,Chickasaw,4,http://www.wikidata.org/entity/Q6551648,Linda Hogan
http://www.wikidata.org/entity/Q637979,Swiss Americans,4,http://www.wikidata.org/entity/Q165219,Robert Downey Jr.
http://www.wikidata.org/entity/Q701314,Burgenland Croats,4,http://www.wikidata.org/entity/Q43776,Willi Resetarits
http://www.wikidata.org/entity/Q7015349,European New Zealanders,4,http://www.wikidata.org/entity/Q5311807,Dudley Benson
http://www.wikidata.org/entity/Q702718,British Jews,4,http://www.wikidata.org/entity/Q5576257,Goddard Lieberson
http://www.wikidata.org/entity/Q7129609,Caucasian,4,http://www.wikidata.org/entity/Q5293462,Don Sakers
http://www.wikidata.org/entity/Q7361504,Roma in Greece,4,http://www.wikidata.org/entity/Q2629014,Irini Merkouri
http://www.wikidata.org/entity/Q7507476,Sicilian Americans,4,http://www.wikidata.org/entity/Q41148,Martin Scorsese
http://www.wikidata.org/entity/Q7681242,Tamil Americans,4,http://www.wikidata.org/entity/Q10853588,Kamala Harris
http://www.wikidata.org/entity/Q7690952,Te Rarawa,4,http://www.wikidata.org/entity/Q111631160,Niko Walters
http://www.wikidata.org/entity/Q7994501,White British,4,http://www.wikidata.org/entity/Q42,Douglas Adams
http://www.wikidata.org/entity/Q852205,Monguor people,4,http://www.wikidata.org/entity/Q17293,Tenzin Gyatso
http://www.wikidata.org/entity/Q861054,Xianbei,4,http://www.wikidata.org/entity/Q9700,Emperor Gaozu of Tang
http://www.wikidata.org/entity/Q897129,Romani people in Hungary,4,http://www.wikidata.org/entity/Q633020,Panna Cinka
http://www.wikidata.org/entity/Q957298,Wiradjuri,4,http://www.wikidata.org/entity/Q5673279,Harry Wedge
http://www.wikidata.org/entity/Q15763,Circassians,4,http://www.wikidata.org/entity/Q559910,Bibras Natcho
http://www.wikidata.org/entity/Q26774,Shoshone,4,http://www.wikidata.org/entity/Q7036822,nila northSun
http://www.wikidata.org/entity/Q41477,Bubi people,4,http://www.wikidata.org/entity/Q7154636,Paula Barila
http://www.wikidata.org/entity/Q100385760,Belgian Jews,3,http://www.wikidata.org/entity/Q555715,Moïse Rahmani
http://www.wikidata.org/entity/Q1047264,Wampanoag people,3,http://www.wikidata.org/entity/Q288241,Crispus Attucks
http://www.wikidata.org/entity/Q106114887,Limburgers,3,http://www.wikidata.org/entity/Q32681,Frans Timmermans
http://www.wikidata.org/entity/Q106416,Frisians,3,http://www.wikidata.org/entity/Q105761923,Romke de Jong
http://www.wikidata.org/entity/Q106713,mestizo,3,http://www.wikidata.org/entity/Q22280285,Kathe Sandler
http://www.wikidata.org/entity/Q10800567,Vietnamese Australians,3,http://www.wikidata.org/entity/Q553699,Vincent Long Van Nguyen
http://www.wikidata.org/entity/Q109402,Aymara,3,http://www.wikidata.org/entity/Q28976200,Rosmery Mollo
http://www.wikidata.org/entity/Q1112181,Ngāti Whātua,3,http://www.wikidata.org/entity/Q6210245,Joe Hawke
http://www.wikidata.org/entity/Q1137419,Quiché,3,http://www.wikidata.org/entity/Q64554,Tecun Uman
http://www.wikidata.org/entity/Q1140588,Russian Americans,3,http://www.wikidata.org/entity/Q375792,Warren Zevon
http://www.wikidata.org/entity/Q1144461,Japanese Brazilians,3,http://www.wikidata.org/entity/Q16337092,Carol Nakamura
http://www.wikidata.org/entity/Q115473,Hazaras,3,http://www.wikidata.org/entity/Q108312102,Soraya Rahim Sobhrang
http://www.wikidata.org/entity/Q1193808,Norwegian Americans,3,http://www.wikidata.org/entity/Q6879876,Nadia Abu El Haj
http://www.wikidata.org/entity/Q1194940,Di,3,http://www.wikidata.org/entity/Q11617021,Fu Xiong
http://www.wikidata.org/entity/Q1211934,Hispanic,3,http://www.wikidata.org/entity/Q1352734,Gustavo Cisneros
http://www.wikidata.org/entity/Q12156663,Cochiti,3,http://www.wikidata.org/entity/Q5702067,Helen Cordero
http://www.wikidata.org/entity/Q1242155,Albanians in Kosovo,3,http://www.wikidata.org/entity/Q229760,Rita Ora
http://www.wikidata.org/entity/Q1281236,Guyanese,3,http://www.wikidata.org/entity/Q7420661,Santosh Marray
http://www.wikidata.org/entity/Q1282294,Gujarati people,3,http://www.wikidata.org/entity/Q96707311,Navin Doshi
http://www.wikidata.org/entity/Q12826303,Luo people of Kenya and Tanzania,3,http://www.wikidata.org/entity/Q3840847,Lupita Nyong'o
http://www.wikidata.org/entity/Q1456583,Washo people,3,http://www.wikidata.org/entity/Q3016973,Dat So La Lee
http://www.wikidata.org/entity/Q146521,Sorbs,3,http://www.wikidata.org/entity/Q77391,Stanislaw Tillich
http://www.wikidata.org/entity/Q15215155,nisei,3,http://www.wikidata.org/entity/Q85544547,May Shiga Hornback
http://www.wikidata.org/entity/Q15307583,Ghanaians,3,http://www.wikidata.org/entity/Q64825271,Etika
http://www.wikidata.org/entity/Q1564992,Serbs of Montenegro,3,http://www.wikidata.org/entity/Q153909,Milovan Đilas
http://www.wikidata.org/entity/Q16056484,Malaysian Americans,3,http://www.wikidata.org/entity/Q66266414,Shing Yin Khor
http://www.wikidata.org/entity/Q1640329,Kalderash,3,http://www.wikidata.org/entity/Q466523,Katarina Taikon
http://www.wikidata.org/entity/Q1680351,Sihasapa,3,http://www.wikidata.org/entity/Q25752088,Albert Racine
http://www.wikidata.org/entity/Q1737166,Kaurna people,3,http://www.wikidata.org/entity/Q21063463,Tauto Sansbury
http://www.wikidata.org/entity/Q180688,Bedouin,3,http://www.wikidata.org/entity/Q107749856,Sheikha Helawy
http://www.wikidata.org/entity/Q1815623,Sri Lankan Tamils,3,http://www.wikidata.org/entity/Q60618219,Suren Raghavan
http://www.wikidata.org/entity/Q18690619,Kildin Saami,3,http://www.wikidata.org/entity/Q4072679,Nina Afanasyeva
http://www.wikidata.org/entity/Q18690686,Lule Sámi people,3,http://www.wikidata.org/entity/Q4970090,Harriet Nordlund
http://www.wikidata.org/entity/Q203178,Kikuyu,3,http://www.wikidata.org/entity/Q46795,Wangari Muta Maathai
http://www.wikidata.org/entity/Q205006,Ami,3,http://www.wikidata.org/entity/Q700512,Teruo Nakamura
http://www.wikidata.org/entity/Q207996,Xhosa people,3,http://www.wikidata.org/entity/Q5767743,Hintsa kaKhawuta
http://www.wikidata.org/entity/Q210332,Haida people,3,http://www.wikidata.org/entity/Q615962,Bill Reid
http://www.wikidata.org/entity/Q239577,Ibibio people,3,http://www.wikidata.org/entity/Q4868128,Bassey Asuquo
http://www.wikidata.org/entity/Q241285,Shinnecock Nation,3,http://www.wikidata.org/entity/Q19664381,Paul Cuffee
http://www.wikidata.org/entity/Q253436,Shawnee,3,http://www.wikidata.org/entity/Q24256986,Ralph Salisbury
http://www.wikidata.org/entity/Q2584186,Iranian Armenians,3,http://www.wikidata.org/entity/Q2916422,Viguen
http://www.wikidata.org/entity/Q2587830,Pardo Brazilians,3,http://www.wikidata.org/entity/Q3317660,Rosalba Ciarlini
http://www.wikidata.org/entity/Q2997267,Colombians,3,http://www.wikidata.org/entity/Q272877,Fernando Botero
http://www.wikidata.org/entity/Q3154488,Irish Australian,3,http://www.wikidata.org/entity/Q5085119,Charlie King
http://www.wikidata.org/entity/Q318806,Abenaki people,3,http://www.wikidata.org/entity/Q113557494,Michelle O'Bonsawin
http://www.wikidata.org/entity/Q3247924,Dominicans,3,http://www.wikidata.org/entity/Q163612,Adolfo Alejandro Nouel
http://www.wikidata.org/entity/Q3916714,Romanian Americans,3,http://www.wikidata.org/entity/Q4039,Art Garfunkel
http://www.wikidata.org/entity/Q40554819,Sicilians,3,http://www.wikidata.org/entity/Q3853042,Max Gazzè
http://www.wikidata.org/entity/Q4115525,Palestinian American,3,http://www.wikidata.org/entity/Q6879876,Nadia Abu El Haj
http://www.wikidata.org/entity/Q4269361,Greek Australian,3,http://www.wikidata.org/entity/Q1087159,Christos Tsiolkas
http://www.wikidata.org/entity/Q457341,Asante,3,http://www.wikidata.org/entity/Q370522,Otumfuo Nana Osei Tutu II
http://www.wikidata.org/entity/Q4713742,Hmong American,3,http://www.wikidata.org/entity/Q115298653,Sheng Thao
http://www.wikidata.org/entity/Q487796,Moldovans,3,http://www.wikidata.org/entity/Q43137,Sofia Rotaru
http://www.wikidata.org/entity/Q491706,Atikamekw people,3,http://www.wikidata.org/entity/Q24264580,André Quitich
http://www.wikidata.org/entity/Q4938201,Boholano people,3,http://www.wikidata.org/entity/Q2007686,Yoyoy Villame
http://www.wikidata.org/entity/Q4969441,British Americans,3,http://www.wikidata.org/entity/Q507809,Andrew Sullivan
http://www.wikidata.org/entity/Q498640,Creole,3,http://www.wikidata.org/entity/Q23585470,José Antonio Durán
http://www.wikidata.org/entity/Q510023,Paiute people,3,http://www.wikidata.org/entity/Q6698530,Lucy Telles
http://www.wikidata.org/entity/Q518188,Czech Americans,3,http://www.wikidata.org/entity/Q69319,John Kasich
http://www.wikidata.org/entity/Q518365,Hungarians in Romania,3,http://www.wikidata.org/entity/Q16593505,Edit Matei
http://www.wikidata.org/entity/Q533312,Koreans in Japan,3,http://www.wikidata.org/entity/Q18383078,An Chang-rim
http://www.wikidata.org/entity/Q5639720,Haitian American,3,http://www.wikidata.org/entity/Q504337,Andrew Cyrille
http://www.wikidata.org/entity/Q581780,Banu Khazraj,3,http://www.wikidata.org/entity/Q59706,Jabir ibn Abd-Allah
http://www.wikidata.org/entity/Q6013982,Manush,3,http://www.wikidata.org/entity/Q1444545,Matéo Maximoff
http://www.wikidata.org/entity/Q6105755,Alaskan Athabaskans,3,http://www.wikidata.org/entity/Q292175,Velma Wallis
http://www.wikidata.org/entity/Q626136,Arapaho people,3,http://www.wikidata.org/entity/Q19878664,Viola Hatch
http://www.wikidata.org/entity/Q648255,Kabyle people,3,http://www.wikidata.org/entity/Q127481,Tony Gatlif
http://www.wikidata.org/entity/Q661423,Beothuk people,3,http://www.wikidata.org/entity/Q465357,Shanawdithit
http://www.wikidata.org/entity/Q699483,Arrernte,3,http://www.wikidata.org/entity/Q7367194,Rosalie Kunoth-Monks
http://www.wikidata.org/entity/Q7023212,Ngāi Tūhoe,3,http://www.wikidata.org/entity/Q102664455,Dylan Lardelli
http://www.wikidata.org/entity/Q7023219,Ngāti Awa,3,http://www.wikidata.org/entity/Q19668477,Robin White
http://www.wikidata.org/entity/Q732317,Ewe,3,http://www.wikidata.org/entity/Q18394603,Togbe Afede
http://www.wikidata.org/entity/Q7361510,Roma in Turkey,3,http://www.wikidata.org/entity/Q1955546,Mustafa Kandıralı
http://www.wikidata.org/entity/Q740417,Shan people,3,http://www.wikidata.org/entity/Q56681496,Sai San Aung
http://www.wikidata.org/entity/Q7434888,Eurasian,3,http://www.wikidata.org/entity/Q33103571,Cédric O
http://www.wikidata.org/entity/Q7691037,Te Whānau-ā-Apanui,3,http://www.wikidata.org/entity/Q7136102,Paratene Matchitt
http://www.wikidata.org/entity/Q787519,Arab Americans,3,http://www.wikidata.org/entity/Q80805,DJ Khaled
http://www.wikidata.org/entity/Q80040,Kazakhs,3,http://www.wikidata.org/entity/Q304890,Abai Qunanbaiuli
http://www.wikidata.org/entity/Q840648,Sinti,3,http://www.wikidata.org/entity/Q77673,Johann Trollmann
http://www.wikidata.org/entity/Q873625,Brazilians,3,http://www.wikidata.org/entity/Q690601,Arnaldo Ribeiro
http://www.wikidata.org/entity/Q955944,Franco-Ontarian,3,http://www.wikidata.org/entity/Q108628484,Arielle Kayabaga
http://www.wikidata.org/entity/Q19109,Montenegrins,3,http://www.wikidata.org/entity/Q170576,Milla Jovovich
http://www.wikidata.org/entity/Q21056,Onondaga people,3,http://www.wikidata.org/entity/Q258011,Great Peacemaker
http://www.wikidata.org/entity/Q31230,Chechens,3,http://www.wikidata.org/entity/Q4703411,Albert Saritov
http://www.wikidata.org/entity/Q36550,Tahltan people,3,http://www.wikidata.org/entity/Q5256391,Dempsey Bob
http://www.wikidata.org/entity/Q37014,Yupik peoples,3,http://www.wikidata.org/entity/Q16009928,Ticasuk Brown
http://www.wikidata.org/entity/Q42193,Goths,3,http://www.wikidata.org/entity/Q129434,Nicetas the Goth
http://www.wikidata.org/entity/Q44614,Taiwanese Americans,3,http://www.wikidata.org/entity/Q215284,Jerry Yang
http://www.wikidata.org/entity/Q1002570,Bugis people,2,http://www.wikidata.org/entity/Q1051041,Nh. Dini
http://www.wikidata.org/entity/Q101935,Huguenot,2,http://www.wikidata.org/entity/Q28155948,Suzanne Chodowiecka
http://www.wikidata.org/entity/Q1025746,Cagot,2,http://www.wikidata.org/entity/Q613146,Elisa Zamacois
http://www.wikidata.org/entity/Q1028240,Kayapo people,2,http://www.wikidata.org/entity/Q7155119,Paulinho Paiakan
http://www.wikidata.org/entity/Q103051950,Niueans,2,http://www.wikidata.org/entity/Q4795481,Aroha Awarau
http://www.wikidata.org/entity/Q1060991,Chamorro people,2,http://www.wikidata.org/entity/Q63673028,Elizabeth P. Arriola
http://www.wikidata.org/entity/Q1075929,African people,2,http://www.wikidata.org/entity/Q47402082,Stéphane Legar
http://www.wikidata.org/entity/Q1130350,Minangkabau people,2,http://www.wikidata.org/entity/Q7862935,U-Wei Haji Saari
http://www.wikidata.org/entity/Q11334570,Black Indians in the United States,2,http://www.wikidata.org/entity/Q29786614,Afua Richardson
http://www.wikidata.org/entity/Q1157736,Carrier people,2,http://www.wikidata.org/entity/Q6779946,"Mary John, Sr."
http://www.wikidata.org/entity/Q1187403,Mongols in China,2,http://www.wikidata.org/entity/Q4251261,Xi Murong
http://www.wikidata.org/entity/Q12257903,Fon people,2,http://www.wikidata.org/entity/Q438852,Justin Ahomadégbé-Tomêtin
http://www.wikidata.org/entity/Q1234581,Igorot peoples,2,http://www.wikidata.org/entity/Q2194971,Teddy Baguilat
http://www.wikidata.org/entity/Q1257826,Lenca people,2,http://www.wikidata.org/entity/Q20985226,Raffi Freedman-Gurspan
http://www.wikidata.org/entity/Q1261777,Serbian Americans,2,http://www.wikidata.org/entity/Q172261,John Malkovich
http://www.wikidata.org/entity/Q12645717,Zia people,2,http://www.wikidata.org/entity/Q104443647,Marcelina Herrera
http://www.wikidata.org/entity/Q1265028,Marathi people,2,http://www.wikidata.org/entity/Q47854,Pratibha Patil
http://www.wikidata.org/entity/Q1267987,Malayali,2,http://www.wikidata.org/entity/Q60310822,Manoj Varghese Parecattil
http://www.wikidata.org/entity/Q1276073,Chileans,2,http://www.wikidata.org/entity/Q5867667,Francisco Valdés Subercaseaux Padre Pancho
http://www.wikidata.org/entity/Q131242,Eskimo,2,http://www.wikidata.org/entity/Q104415936,Florence Nupok Malewotkuk
http://www.wikidata.org/entity/Q135863,Algonquian people,2,http://www.wikidata.org/entity/Q609,Kateri Tekakwitha
http://www.wikidata.org/entity/Q1375066,Pitjantjatjara people,2,http://www.wikidata.org/entity/Q98162756,Maringka Tunkin
http://www.wikidata.org/entity/Q140472,Silesians,2,http://www.wikidata.org/entity/Q376062,Sigmar Polke
http://www.wikidata.org/entity/Q1411194,Inari Sami people,2,http://www.wikidata.org/entity/Q239534,Amoc
http://www.wikidata.org/entity/Q1417088,Inupiat people,2,http://www.wikidata.org/entity/Q66692706,Sadie Brower Neakok
http://www.wikidata.org/entity/Q142702,Malay,2,http://www.wikidata.org/entity/Q336445,Lat
http://www.wikidata.org/entity/Q1440169,Meskwaki,2,http://www.wikidata.org/entity/Q7968243,Wapello
http://www.wikidata.org/entity/Q1479279,Tongva people,2,http://www.wikidata.org/entity/Q7820734,Tonantzin Carmelo
http://www.wikidata.org/entity/Q1493185,Tonkawa,2,http://www.wikidata.org/entity/Q19867280,David Emmett Williams
http://www.wikidata.org/entity/Q1509140,Okanagan people,2,http://www.wikidata.org/entity/Q599358,Jeannette Armstrong
http://www.wikidata.org/entity/Q1517496,Iowa people,2,http://www.wikidata.org/entity/Q6762736,Marie Aioe Dorion
http://www.wikidata.org/entity/Q1523166,Plains Apache,2,http://www.wikidata.org/entity/Q7914667,Vanessa Jennings
http://www.wikidata.org/entity/Q1554625,Gunditjmara people,2,http://www.wikidata.org/entity/Q43285578,Lidia Thorpe
http://www.wikidata.org/entity/Q1572622,Waorani people,2,http://www.wikidata.org/entity/Q32640912,Alicia Cawiya
http://www.wikidata.org/entity/Q16151308,White Dominican,2,http://www.wikidata.org/entity/Q372442,Ulises Francisco Espaillat
http://www.wikidata.org/entity/Q16200984,Nigerians in Ireland,2,http://www.wikidata.org/entity/Q104786223,Ademipo Odubeko
http://www.wikidata.org/entity/Q16204670,quilombola,2,http://www.wikidata.org/entity/Q9626703,Aqualtune
http://www.wikidata.org/entity/Q165235,Bosnians,2,http://www.wikidata.org/entity/Q506570,Vinko Puljić
http://www.wikidata.org/entity/Q16707038,Toro people,2,http://www.wikidata.org/entity/Q17007665,Kyebambe III of Toro
http://www.wikidata.org/entity/Q170088,Herero people,2,http://www.wikidata.org/entity/Q25614983,Johanna Gertze
http://www.wikidata.org/entity/Q170352,Transylvanian Saxons,2,http://www.wikidata.org/entity/Q974007,Roland Gunesch
http://www.wikidata.org/entity/Q172365,San people,2,http://www.wikidata.org/entity/Q56434039,Coex'ae Qgam
http://www.wikidata.org/entity/Q1737293,Miniconjou,2,http://www.wikidata.org/entity/Q16031482,Red Horse
http://www.wikidata.org/entity/Q175823,Gamilaraay,2,http://www.wikidata.org/entity/Q3107260,Jason Gillespie
http://www.wikidata.org/entity/Q1760969,Lovari,2,http://www.wikidata.org/entity/Q1362908,Karl Ratzer
http://www.wikidata.org/entity/Q1779257,Qulla people,2,http://www.wikidata.org/entity/Q6012661,Micaela Chauque
http://www.wikidata.org/entity/Q178631,Kanak,2,http://www.wikidata.org/entity/Q78223158,Louis Mapou
http://www.wikidata.org/entity/Q1820260,Pintupi,2,http://www.wikidata.org/entity/Q4166630,Doreen Reid Nakamarra
http://www.wikidata.org/entity/Q1825812,Salish peoples,2,http://www.wikidata.org/entity/Q4415659,Jaune Quick–to–See Smith
http://www.wikidata.org/entity/Q18449340,Ter Sami people,2,http://www.wikidata.org/entity/Q4125669,Oktyabrina Voronova
http://www.wikidata.org/entity/Q18691073,Ume Saami,2,http://www.wikidata.org/entity/Q52351264,Henrik Barruk
http://www.wikidata.org/entity/Q1886046,Lumbee,2,http://www.wikidata.org/entity/Q5702803,Helen Maynor Scheirbeck
http://www.wikidata.org/entity/Q191710,Aleut people,2,http://www.wikidata.org/entity/Q16843235,Nicholas Galanin
http://www.wikidata.org/entity/Q1937531,Tohono O'odham,2,http://www.wikidata.org/entity/Q447797,Ofelia Zepeda
http://www.wikidata.org/entity/Q1940863,Miwok people,2,http://www.wikidata.org/entity/Q7982776,Wendy Rose
http://www.wikidata.org/entity/Q1996554,Kashmiri Pandit,2,http://www.wikidata.org/entity/Q1047,Jawaharlal Nehru
http://www.wikidata.org/entity/Q200263,Parsi,2,http://www.wikidata.org/entity/Q61594811,Jahangir Pestonji Khambhata
http://www.wikidata.org/entity/Q200885,Yazidis,2,http://www.wikidata.org/entity/Q22007112,Nadia Murad Basee
http://www.wikidata.org/entity/Q201024,Mohegan,2,http://www.wikidata.org/entity/Q292153,Gladys Tantaquidgeon
http://www.wikidata.org/entity/Q201706,Gepids,2,http://www.wikidata.org/entity/Q223310,Turismod
http://www.wikidata.org/entity/Q2087633,Mpongwe people,2,http://www.wikidata.org/entity/Q43948029,Cecilia Fatou-Berre
http://www.wikidata.org/entity/Q20987630,Kurds in Iran,2,http://www.wikidata.org/entity/Q113994656,Mahsa Amini
http://www.wikidata.org/entity/Q213396,Wyandot people,2,http://www.wikidata.org/entity/Q258011,Great Peacemaker
http://www.wikidata.org/entity/Q2143064,Kumeyaay people,2,http://www.wikidata.org/entity/Q39313518,Delfina Cuero
http://www.wikidata.org/entity/Q2254415,Italian Canadians,2,http://www.wikidata.org/entity/Q24262355,Rocco Sollecito
http://www.wikidata.org/entity/Q2265699,Romaniote Jews,2,http://www.wikidata.org/entity/Q56966508,Moses Elisaf
http://www.wikidata.org/entity/Q2303719,Chinese Australians,2,http://www.wikidata.org/entity/Q588933,Shaun Tan
http://www.wikidata.org/entity/Q2330715,Mediterranean race,2,http://www.wikidata.org/entity/Q2893673,Ximena Córdoba
http://www.wikidata.org/entity/Q241696,Somalis,2,http://www.wikidata.org/entity/Q3765579,Giorgio Marincola
http://www.wikidata.org/entity/Q2447438,Menominee,2,http://www.wikidata.org/entity/Q4678247,Ada Deer
http://www.wikidata.org/entity/Q245507,Quebeckers,2,http://www.wikidata.org/entity/Q381007,René Lévesque
http://www.wikidata.org/entity/Q2533493,Maidu,2,http://www.wikidata.org/entity/Q6154243,Janice Gould
http://www.wikidata.org/entity/Q25483486,Jewish people in Bulgaria,2,http://www.wikidata.org/entity/Q1656381,Nikolay Kaufman
http://www.wikidata.org/entity/Q2605053,Italian Jews,2,http://www.wikidata.org/entity/Q6761059,Maria Bland
http://www.wikidata.org/entity/Q2745405,Alutiiq people,2,http://www.wikidata.org/entity/Q44739029,Tanya Lukin Linklater
http://www.wikidata.org/entity/Q277647,Luhya,2,http://www.wikidata.org/entity/Q15997825,Nabongo Mumia
http://www.wikidata.org/entity/Q283465,Shambala people,2,http://www.wikidata.org/entity/Q16066026,Kimweri ye Nyumbai
http://www.wikidata.org/entity/Q2884809,Italo-Normans,2,http://www.wikidata.org/entity/Q1581847,Girard of Buonalbergo
http://www.wikidata.org/entity/Q2886395,Basque American,2,http://www.wikidata.org/entity/Q661008,Paul Laxalt
http://www.wikidata.org/entity/Q2997993,Bessarabian Bulgarians,2,http://www.wikidata.org/entity/Q4084883,Stepan Beril
http://www.wikidata.org/entity/Q3003133,Croatian Americans,2,http://www.wikidata.org/entity/Q22279773,Christian Pulisic
http://www.wikidata.org/entity/Q3036435,Afro Latin Americans,2,http://www.wikidata.org/entity/Q9005285,Hugo Guerrero Marthineitz
http://www.wikidata.org/entity/Q3072663,Finnish Americans,2,http://www.wikidata.org/entity/Q4354010,Matti Mattson
http://www.wikidata.org/entity/Q3120790,Gumbaynggirr,2,http://www.wikidata.org/entity/Q4682174,Aden Ridgeway
http://www.wikidata.org/entity/Q3149102,Italian Brazilian,2,http://www.wikidata.org/entity/Q3309911,Luana Piovani
http://www.wikidata.org/entity/Q3155516,Isoko people,2,http://www.wikidata.org/entity/Q20685012,Evi Edna Ogholi
http://www.wikidata.org/entity/Q3303849,Syrian Americans,2,http://www.wikidata.org/entity/Q106074425,Zeyn Joukhadar
http://www.wikidata.org/entity/Q3474201,Sac and Fox Nation,2,http://www.wikidata.org/entity/Q221482,Jim Thorpe
http://www.wikidata.org/entity/Q3513610,Te Roroa,2,http://www.wikidata.org/entity/Q1763959,Waka Nathan
http://www.wikidata.org/entity/Q3543292,Malaysian Malays,2,http://www.wikidata.org/entity/Q15686322,Malim Ghozali PK
http://www.wikidata.org/entity/Q369497,Armenians in Istanbul,2,http://www.wikidata.org/entity/Q603855,Petros Markaris
http://www.wikidata.org/entity/Q3732778,Esan people,2,http://www.wikidata.org/entity/Q7106495,Oserheimen Osunbor
http://www.wikidata.org/entity/Q383946,Lao people,2,http://www.wikidata.org/entity/Q28924433,Channapha Khamvongsa
http://www.wikidata.org/entity/Q388449,Afro-Colombians,2,http://www.wikidata.org/entity/Q28501573,Francia Márquez Mina
http://www.wikidata.org/entity/Q388467,Afro-Cuban,2,http://www.wikidata.org/entity/Q1048599,Yordenis Ugás
http://www.wikidata.org/entity/Q39090749,Birrbay,2,http://www.wikidata.org/entity/Q496065,Jade North
http://www.wikidata.org/entity/Q3976616,Sudanese,2,http://www.wikidata.org/entity/Q531233,Taleb Tawatha
http://www.wikidata.org/entity/Q41201692,Tongans,2,http://www.wikidata.org/entity/Q106807780,Leki Jackson Bourke
http://www.wikidata.org/entity/Q4200853,Indonesians,2,http://www.wikidata.org/entity/Q608792,Hubertus Leteng
http://www.wikidata.org/entity/Q428575,Yaqui people,2,http://www.wikidata.org/entity/Q7821870,Tony Bellamy
http://www.wikidata.org/entity/Q4357542,Bolivians,2,http://www.wikidata.org/entity/Q229545,Raquel Welch
http://www.wikidata.org/entity/Q4386404,Louisiana Creole people,2,http://www.wikidata.org/entity/Q453440,George Herriman
http://www.wikidata.org/entity/Q4400602,Russians in Moldova,2,http://www.wikidata.org/entity/Q107587158,Natalia Davidovici
http://www.wikidata.org/entity/Q4690200,Afro Trinidadians and Tobagonians,2,http://www.wikidata.org/entity/Q111372853,Cyrus Prudhomme David
http://www.wikidata.org/entity/Q4770873,Dene,2,http://www.wikidata.org/entity/Q957119,Ethel Blondin-Andrew
http://www.wikidata.org/entity/Q4783159,Arab Canadians,2,http://www.wikidata.org/entity/Q63969684,Yasmine Mohammed
