value,valueLabel,ct,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q4810479,Assyrians in Iran,2,http://www.wikidata.org/entity/Q20895340,Younan Nowzaradan
http://www.wikidata.org/entity/Q483047,Ozbek,2,http://www.wikidata.org/entity/Q4449892,Abdusamat Taymetov
http://www.wikidata.org/entity/Q484472,Turkmens,2,http://www.wikidata.org/entity/Q327441,Aybak
http://www.wikidata.org/entity/Q485732,Quraysh,2,http://www.wikidata.org/entity/Q334923,Abu Bakr
http://www.wikidata.org/entity/Q48797661,Bailgu,2,http://www.wikidata.org/entity/Q443424,Sally Morgan
http://www.wikidata.org/entity/Q48818098,Kukatja,2,http://www.wikidata.org/entity/Q7649008,Susie Bootja Bootja Napaltjarri
http://www.wikidata.org/entity/Q491755,Coeur d'Alene people,2,http://www.wikidata.org/entity/Q6153245,Janet Campbell Hale
http://www.wikidata.org/entity/Q495767,Tagish people,2,http://www.wikidata.org/entity/Q981428,Keish
http://www.wikidata.org/entity/Q4958704,Brazilian Americans,2,http://www.wikidata.org/entity/Q10349696,Pietro Fittipaldi
http://www.wikidata.org/entity/Q4958712,Brazilian Canadians,2,http://www.wikidata.org/entity/Q3479666,Sergio Kokis
http://www.wikidata.org/entity/Q4989843,Warlpiri people,2,http://www.wikidata.org/entity/Q4904091,Biddy Rockman Napaljarri
http://www.wikidata.org/entity/Q5025138,Cambodian Americans,2,http://www.wikidata.org/entity/Q104171194,Anthony Veasna So
http://www.wikidata.org/entity/Q503333,Hidatsa people,2,http://www.wikidata.org/entity/Q104398345,Martin Bear's Arm
http://www.wikidata.org/entity/Q504685,Bambara,2,http://www.wikidata.org/entity/Q2844559,Amy Koita
http://www.wikidata.org/entity/Q504912,Tuscarora people,2,http://www.wikidata.org/entity/Q89274528,George Longfish
http://www.wikidata.org/entity/Q508194,Lurs,2,http://www.wikidata.org/entity/Q5950853,Fatemeh Goudarzi
http://www.wikidata.org/entity/Q508292,Afro-Peruvian,2,http://www.wikidata.org/entity/Q152266,Susana Baca
http://www.wikidata.org/entity/Q510032,Gros Ventre people,2,http://www.wikidata.org/entity/Q5540745,George Horse-Capture
http://www.wikidata.org/entity/Q5159767,Confederated Tribes of the Colville Reservation,2,http://www.wikidata.org/entity/Q6698251,Lucy Covington
http://www.wikidata.org/entity/Q5290725,Dominican Americans,2,http://www.wikidata.org/entity/Q97736213,Evelyn Carmen Ramos
http://www.wikidata.org/entity/Q537784,Nuu-chah-nulth people,2,http://www.wikidata.org/entity/Q5537994,George Clutesi
http://www.wikidata.org/entity/Q5408188,Somali American,2,http://www.wikidata.org/entity/Q26436159,Ilhan Omar
http://www.wikidata.org/entity/Q557936,Anmatyerre,2,http://www.wikidata.org/entity/Q1557896,Gwoya Jungarai
http://www.wikidata.org/entity/Q5601752,Greek Canadians,2,http://www.wikidata.org/entity/Q229310,Trish Stratus
http://www.wikidata.org/entity/Q5607404,Grenadians,2,http://www.wikidata.org/entity/Q19951618,Ala.ni
http://www.wikidata.org/entity/Q5619893,Gurbeti,2,http://www.wikidata.org/entity/Q3635141,Dr. Hedina Tahirović-Sijerčić
http://www.wikidata.org/entity/Q569237,Huilliche people,2,http://www.wikidata.org/entity/Q105063543,Railef
http://www.wikidata.org/entity/Q570868,Hebrews,2,http://www.wikidata.org/entity/Q134461,Josephus
http://www.wikidata.org/entity/Q572665,Kanuri people,2,http://www.wikidata.org/entity/Q3510727,Ali Modu Sheriff
http://www.wikidata.org/entity/Q579597,Narungga,2,http://www.wikidata.org/entity/Q21063463,Tauto Sansbury
http://www.wikidata.org/entity/Q588574,Tujia people,2,http://www.wikidata.org/entity/Q8993288,Liao Guoxun
http://www.wikidata.org/entity/Q598406,Ohlone people,2,http://www.wikidata.org/entity/Q81894312,Vincent Medina
http://www.wikidata.org/entity/Q6025584,Indo-Trinidadians and Tobagonians,2,http://www.wikidata.org/entity/Q6479921,Lakshmi Singh
http://www.wikidata.org/entity/Q6127476,African Jamaican,2,http://www.wikidata.org/entity/Q272504,Marcus Garvey
http://www.wikidata.org/entity/Q6158123,Japanese Australian,2,http://www.wikidata.org/entity/Q7340323,Rob Lucas
http://www.wikidata.org/entity/Q660947,Hakka people,2,http://www.wikidata.org/entity/Q5116275,Chung Chao-cheng
http://www.wikidata.org/entity/Q671082,Mozarab,2,http://www.wikidata.org/entity/Q246000,Eulogius of Córdoba
http://www.wikidata.org/entity/Q6730438,Maghrebi Jews,2,http://www.wikidata.org/entity/Q16887680,Amir
http://www.wikidata.org/entity/Q682079,Sundanese people,2,http://www.wikidata.org/entity/Q4263230,Anies Baswedan
http://www.wikidata.org/entity/Q6940348,Muscogee (Creek) Nation,2,http://www.wikidata.org/entity/Q18097977,Sarah Deer
http://www.wikidata.org/entity/Q7023232,Ngāti Kurī,2,http://www.wikidata.org/entity/Q107347973,Helen Pearse-Otene
http://www.wikidata.org/entity/Q7023270,Ngāti Ruanui,2,http://www.wikidata.org/entity/Q107347973,Helen Pearse-Otene
http://www.wikidata.org/entity/Q7023293,Ngātiwai,2,http://www.wikidata.org/entity/Q104589960,Sonia Armana Snowden
http://www.wikidata.org/entity/Q707133,Taiwanese,2,http://www.wikidata.org/entity/Q59240315,Disguised Toast
http://www.wikidata.org/entity/Q7232621,Portuguese Canadians,2,http://www.wikidata.org/entity/Q6696320,Lucas Silveira
http://www.wikidata.org/entity/Q7258666,Stateside Puerto Ricans,2,http://www.wikidata.org/entity/Q40715,Jennifer Lopez
http://www.wikidata.org/entity/Q726665,Asháninka people,2,http://www.wikidata.org/entity/Q16980079,Ruth Buendía Mestoquiari
http://www.wikidata.org/entity/Q7362533,Romanian Canadians,2,http://www.wikidata.org/entity/Q21066616,Kripparrian
http://www.wikidata.org/entity/Q7406487,Salvadoran Americans,2,http://www.wikidata.org/entity/Q30127847,Horacio Roque Ramírez
http://www.wikidata.org/entity/Q750947,Pawnee people,2,http://www.wikidata.org/entity/Q4767213,Anna Lee Walters
http://www.wikidata.org/entity/Q7568395,South Sea Islander,2,http://www.wikidata.org/entity/Q87049383,Chelsea Watego
http://www.wikidata.org/entity/Q757258,Guna people,2,http://www.wikidata.org/entity/Q63697466,Petita Ayarza Pérez
http://www.wikidata.org/entity/Q769092,Xakriabá people,2,http://www.wikidata.org/entity/Q71326937,Artemisa Xakriabá
http://www.wikidata.org/entity/Q7691049,Te Āti Awa,2,http://www.wikidata.org/entity/Q5385623,Erenora Puketapu-Hetet
http://www.wikidata.org/entity/Q785378,White South Africans,2,http://www.wikidata.org/entity/Q4584302,Reeva Steenkamp
http://www.wikidata.org/entity/Q82048,Lenape,2,http://www.wikidata.org/entity/Q7351519,Roberta Lawson
http://www.wikidata.org/entity/Q836076,Lipka Tatars,2,http://www.wikidata.org/entity/Q15978709,Ismail Aleksandrovich
http://www.wikidata.org/entity/Q845686,Te Aupōuri,2,http://www.wikidata.org/entity/Q111631160,Niko Walters
http://www.wikidata.org/entity/Q852431,Puebloan peoples,2,http://www.wikidata.org/entity/Q104388668,Augustine Abeyta
http://www.wikidata.org/entity/Q878607,Syrians,2,http://www.wikidata.org/entity/Q1227333,Henri Boulad
http://www.wikidata.org/entity/Q891146,Armenians in the Ottoman Empire,2,http://www.wikidata.org/entity/Q4073161,Aghbiur Serob
http://www.wikidata.org/entity/Q907924,Plains Indians,2,http://www.wikidata.org/entity/Q19894453,Robert Redbird
http://www.wikidata.org/entity/Q918556,Pamunkey,2,http://www.wikidata.org/entity/Q7270205,Queen Ann
http://www.wikidata.org/entity/Q923163,Roma in Romania,2,http://www.wikidata.org/entity/Q466260,Romica Puceanu
http://www.wikidata.org/entity/Q924425,Cadusii,2,http://www.wikidata.org/entity/Q109465754,Artagerses
http://www.wikidata.org/entity/Q932244,Sinhalese,2,http://www.wikidata.org/entity/Q5538397,George David Silva
http://www.wikidata.org/entity/Q940348,Bosniaks,2,http://www.wikidata.org/entity/Q13089797,Nihad Kreševljaković
http://www.wikidata.org/entity/Q947650,Osage Nation,2,http://www.wikidata.org/entity/Q264400,Maria Tallchief
http://www.wikidata.org/entity/Q948126,Hungarian Americans,2,http://www.wikidata.org/entity/Q1109276,Viktor Király
http://www.wikidata.org/entity/Q35170,Caddo,2,http://www.wikidata.org/entity/Q104398125,Tirador Armstrong
http://www.wikidata.org/entity/Q35966,Ancient Celts,2,http://www.wikidata.org/entity/Q685015,Divico
http://www.wikidata.org/entity/Q40477,Slavs,2,http://www.wikidata.org/entity/Q469731,Sviatoslav II of Kyiv
http://www.wikidata.org/entity/Q43103,European Americans,2,http://www.wikidata.org/entity/Q54861128,Paul Bechly
http://www.wikidata.org/entity/Q56490,Tsimshian people,2,http://www.wikidata.org/entity/Q5497246,Frederick Alexcee
http://www.wikidata.org/entity/Q15,Africa,1,http://www.wikidata.org/entity/Q52424043,Aaron Adatsi
http://www.wikidata.org/entity/Q159,Russia,1,http://www.wikidata.org/entity/Q1075399,Nikolay Makarov
http://www.wikidata.org/entity/Q22,Scotland,1,http://www.wikidata.org/entity/Q4708721,Alastair Haggart
http://www.wikidata.org/entity/Q30,United States of America,1,http://www.wikidata.org/entity/Q189526,Brian De Palma
http://www.wikidata.org/entity/Q38,Italy,1,http://www.wikidata.org/entity/Q47556,Pier Luigi Bersani
http://www.wikidata.org/entity/Q100251275,South Asians,1,http://www.wikidata.org/entity/Q110924260,Ambika Mod
http://www.wikidata.org/entity/Q101085467,Saint Lucians,1,http://www.wikidata.org/entity/Q111907955,Paula F. Beaubrun
http://www.wikidata.org/entity/Q101242814,Greeks,1,http://www.wikidata.org/entity/Q5558242,Yannis Gionakis
http://www.wikidata.org/entity/Q101452272,Azerbaijanis,1,http://www.wikidata.org/entity/Q86000051,Vugar Abbasov
http://www.wikidata.org/entity/Q102611190,Cook Islanders,1,http://www.wikidata.org/entity/Q110659219,Maia Roos
http://www.wikidata.org/entity/Q10293521,hāfu,1,http://www.wikidata.org/entity/Q17466583,Naomi Ōsaka
http://www.wikidata.org/entity/Q103122,Ostrogoths,1,http://www.wikidata.org/entity/Q105105,Theoderic the Great
http://www.wikidata.org/entity/Q10378754,Czech-Brazilians,1,http://www.wikidata.org/entity/Q2358831,Lavínia Vlasak
http://www.wikidata.org/entity/Q103817,indigenous people,1,http://www.wikidata.org/entity/Q100252614,Tasha Spillett
http://www.wikidata.org/entity/Q1041917,Spanish American,1,http://www.wikidata.org/entity/Q103939,Charlie Sheen
http://www.wikidata.org/entity/Q104238,Angles,1,http://www.wikidata.org/entity/Q518935,Wiglaf of Mercia
http://www.wikidata.org/entity/Q104439864,Kewa Puebloan,1,http://www.wikidata.org/entity/Q108039679,Robert Tenorio
http://www.wikidata.org/entity/Q105046944,Virgin Islanders,1,http://www.wikidata.org/entity/Q111909780,Maekiaphan Phillips
http://www.wikidata.org/entity/Q105395705,Tulalip people,1,http://www.wikidata.org/entity/Q6153499,Janet McCloud
http://www.wikidata.org/entity/Q1055319,Meskhetian Turks,1,http://www.wikidata.org/entity/Q7089687,Omar Faig Nemanzadeh
http://www.wikidata.org/entity/Q1058855,Chagossians,1,http://www.wikidata.org/entity/Q111812675,Audrey Albert
http://www.wikidata.org/entity/Q1060050,Afro-Russians,1,http://www.wikidata.org/entity/Q52581194,Liz Johnson Artur
http://www.wikidata.org/entity/Q106115011,Brabantians,1,http://www.wikidata.org/entity/Q106119769,Daan de Kort
http://www.wikidata.org/entity/Q106115047,Drenthenaren,1,http://www.wikidata.org/entity/Q106119777,Mark Strolenberg
http://www.wikidata.org/entity/Q10859769,Iranians in the United Kingdom,1,http://www.wikidata.org/entity/Q115048320,Soheila Sokhanvari
http://www.wikidata.org/entity/Q109016464,Dagbon,1,http://www.wikidata.org/entity/Q8047223,Yakubu II
http://www.wikidata.org/entity/Q1092641,Luxembourgers,1,http://www.wikidata.org/entity/Q881105,Jean Hengen
http://www.wikidata.org/entity/Q110117,Bulgars,1,http://www.wikidata.org/entity/Q583553,Alcek
http://www.wikidata.org/entity/Q110223,Mennonites,1,http://www.wikidata.org/entity/Q298022,Anna German
http://www.wikidata.org/entity/Q110904219,Seneca Nation of Indians,1,http://www.wikidata.org/entity/Q7836495,Traynor Ora Halftown
http://www.wikidata.org/entity/Q11151153,Haitian,1,http://www.wikidata.org/entity/Q19667998,Patrick Mahomes
http://www.wikidata.org/entity/Q1115469,Khorchin Mongols,1,http://www.wikidata.org/entity/Q1373915,Empress Dowager Xiaozhuang
http://www.wikidata.org/entity/Q1117020,Kurds in Turkey,1,http://www.wikidata.org/entity/Q1718466,KC Rebell
http://www.wikidata.org/entity/Q112663570,British Spanish people,1,http://www.wikidata.org/entity/Q27996348,Ayrton Simmons
http://www.wikidata.org/entity/Q11267380,Whadjuk,1,http://www.wikidata.org/entity/Q6965752,Narelda Jacobs
http://www.wikidata.org/entity/Q112964783,Gujarati Canadians,1,http://www.wikidata.org/entity/Q7339134,Rizwan Manji
http://www.wikidata.org/entity/Q1129737,Lezgian people,1,http://www.wikidata.org/entity/Q4062281,Gasret Aliev
http://www.wikidata.org/entity/Q1130145,Naga people,1,http://www.wikidata.org/entity/Q112243715,Kyaw Htay
http://www.wikidata.org/entity/Q1130204,Coloured,1,http://www.wikidata.org/entity/Q455286,Bessie Emery Head
http://www.wikidata.org/entity/Q113460418,Balete,1,http://www.wikidata.org/entity/Q6915286,The Paramount Chief Mosadi Seboko
http://www.wikidata.org/entity/Q1137067,Ovambo people,1,http://www.wikidata.org/entity/Q6748247,Mandume Ya Ndemufayo
http://www.wikidata.org/entity/Q1137355,Kwakwaka'wakw,1,http://www.wikidata.org/entity/Q55218241,Henry Speck
http://www.wikidata.org/entity/Q1138224,Cowlitz people,1,http://www.wikidata.org/entity/Q5248143,Debora Iyall
http://www.wikidata.org/entity/Q1143462,Chin people,1,http://www.wikidata.org/entity/Q62061117,Kyaw Zaya
http://www.wikidata.org/entity/Q1143929,Kamba people,1,http://www.wikidata.org/entity/Q539821,Charity Ngilu
http://www.wikidata.org/entity/Q1167192,Hesquiaht First Nation,1,http://www.wikidata.org/entity/Q105106865,Tim Paul
http://www.wikidata.org/entity/Q1179410,Piaroa,1,http://www.wikidata.org/entity/Q1179410,Piaroa
http://www.wikidata.org/entity/Q118281,Kannada people,1,http://www.wikidata.org/entity/Q26370,Raja Ramanna
http://www.wikidata.org/entity/Q1186527,Dogrib people,1,http://www.wikidata.org/entity/Q16211099,Richard Van Camp
http://www.wikidata.org/entity/Q11888082,Q11888082,1,http://www.wikidata.org/entity/Q5245415,Israel Ruong
http://www.wikidata.org/entity/Q1196649,Kashmiri people,1,http://www.wikidata.org/entity/Q368407,Shamit Kachru
http://www.wikidata.org/entity/Q12060728,Aboriginal Australians,1,http://www.wikidata.org/entity/Q18645899,Tarenorerer
http://www.wikidata.org/entity/Q1207351,Chinese Canadians,1,http://www.wikidata.org/entity/Q114695697,Ken Sim
http://www.wikidata.org/entity/Q1211360,Northern Ndebele people,1,http://www.wikidata.org/entity/Q18528725,Lozikeyi
http://www.wikidata.org/entity/Q12179603,Lebanese Australian,1,http://www.wikidata.org/entity/Q25183408,George Joseph
http://www.wikidata.org/entity/Q1245540,Sandia Pueblo,1,http://www.wikidata.org/entity/Q116973136,Lynn Trujillo
http://www.wikidata.org/entity/Q1255780,Yao people,1,http://www.wikidata.org/entity/Q8054460,Yohanna Barnaba Abdallah
http://www.wikidata.org/entity/Q1258074,Sindhis,1,http://www.wikidata.org/entity/Q116176137,Darbadar
http://www.wikidata.org/entity/Q1262011,Tagalog people,1,http://www.wikidata.org/entity/Q3543654,Robin Padilla
http://www.wikidata.org/entity/Q1262400,Mende people,1,http://www.wikidata.org/entity/Q1397714,Joseph Cinqué
http://www.wikidata.org/entity/Q1262591,Duala people,1,http://www.wikidata.org/entity/Q5353366,Elame a Doo
http://www.wikidata.org/entity/Q1262850,Nyamwezi people,1,http://www.wikidata.org/entity/Q5509017,Fundikira III
http://www.wikidata.org/entity/Q12636986,Miluk people,1,http://www.wikidata.org/entity/Q4769388,Annie Miner Peterson
http://www.wikidata.org/entity/Q1268882,Quapaw,1,http://www.wikidata.org/entity/Q1872032,Louis W. Ballard
http://www.wikidata.org/entity/Q12720866,Arabs in Romania,1,http://www.wikidata.org/entity/Q86331267,Ahmed Bani
http://www.wikidata.org/entity/Q1273591,Munduruku people,1,http://www.wikidata.org/entity/Q100843389,Alessandra Korap Munduruku
http://www.wikidata.org/entity/Q1280677,Serbs of Croatia,1,http://www.wikidata.org/entity/Q691012,Jovan Karamata
http://www.wikidata.org/entity/Q1287652,Megleno-Romanians,1,http://www.wikidata.org/entity/Q12743269,Vasile Șirli
http://www.wikidata.org/entity/Q1287940,Assamese people,1,http://www.wikidata.org/entity/Q5756686,Jim Ankan Deka
http://www.wikidata.org/entity/Q128825,Turks in Bulgaria,1,http://www.wikidata.org/entity/Q5766149,Hindo Kasimov
http://www.wikidata.org/entity/Q1289780,Jew,1,http://www.wikidata.org/entity/Q215721,Theodore Bikel
http://www.wikidata.org/entity/Q1290600,Visayans,1,http://www.wikidata.org/entity/Q3550668,Herbert Bautista
http://www.wikidata.org/entity/Q1294018,Adi people,1,http://www.wikidata.org/entity/Q6745422,Mamang Dai
http://www.wikidata.org/entity/Q1294121,Pangasinan people,1,http://www.wikidata.org/entity/Q6490550,Larry Itliong
http://www.wikidata.org/entity/Q1295544,Fang people,1,http://www.wikidata.org/entity/Q5493259,François Engongah Owono
http://www.wikidata.org/entity/Q12960308,Trinidadians and Tobagonians,1,http://www.wikidata.org/entity/Q90419272,Lila Fenwick
http://www.wikidata.org/entity/Q13075733,Q13075733,1,http://www.wikidata.org/entity/Q23304262,T Khun Myat
http://www.wikidata.org/entity/Q1315711,Black Seminoles,1,http://www.wikidata.org/entity/Q2119977,John Horse
http://www.wikidata.org/entity/Q1322825,Kamchadals,1,http://www.wikidata.org/entity/Q106426908,Veronika Stepanova
http://www.wikidata.org/entity/Q13437115,Ohkay Owingeh,1,http://www.wikidata.org/entity/Q7367739,Rose Gonzales
http://www.wikidata.org/entity/Q134936,Quechua people,1,http://www.wikidata.org/entity/Q4385472,Lucas Fernandez de Piedrahita
http://www.wikidata.org/entity/Q13560779,Gullah,1,http://www.wikidata.org/entity/Q6779852,Mary Jackson
http://www.wikidata.org/entity/Q13635519,Greeks in Belgium,1,http://www.wikidata.org/entity/Q21281328,Danira Boukhriss
http://www.wikidata.org/entity/Q1363781,indigenous peoples in Brazil,1,http://www.wikidata.org/entity/Q115058424,Jerônimo
http://www.wikidata.org/entity/Q1368812,Ngbandi people,1,http://www.wikidata.org/entity/Q164535,Mobutu Sese Seko
http://www.wikidata.org/entity/Q1402468,Lipan Apache people,1,http://www.wikidata.org/entity/Q63456656,Darcie Little Badger
http://www.wikidata.org/entity/Q1407391,Mandé peoples,1,http://www.wikidata.org/entity/Q15130422,Fuambai Ahmadu
http://www.wikidata.org/entity/Q1425238,Wichita people,1,http://www.wikidata.org/entity/Q98593529,Big Eyes
http://www.wikidata.org/entity/Q142897,Zaza people,1,http://www.wikidata.org/entity/Q7925613,Ahmed el-Hasi
http://www.wikidata.org/entity/Q1429504,Kickapoo people,1,http://www.wikidata.org/entity/Q5190478,Crying Wind
http://www.wikidata.org/entity/Q1434198,Yana people,1,http://www.wikidata.org/entity/Q982102,Ishi
http://www.wikidata.org/entity/Q1455628,Karuk,1,http://www.wikidata.org/entity/Q98592725,Vivien Hailstone
http://www.wikidata.org/entity/Q145573,zambo,1,http://www.wikidata.org/entity/Q5940982,José Leonardo Chirino
http://www.wikidata.org/entity/Q146744,Copts,1,http://www.wikidata.org/entity/Q59100276,Peter Attia
http://www.wikidata.org/entity/Q14708404,Cherokee Nation,1,http://www.wikidata.org/entity/Q288408,Stand Watie
http://www.wikidata.org/entity/Q147239,Kashubians,1,http://www.wikidata.org/entity/Q946,Donald Tusk
http://www.wikidata.org/entity/Q147401,Zapotec,1,http://www.wikidata.org/entity/Q1351374,Francisco Toledo
http://www.wikidata.org/entity/Q1478209,Ogoni people,1,http://www.wikidata.org/entity/Q6199014,Jim Wiwa
http://www.wikidata.org/entity/Q1480041,Tainui,1,http://www.wikidata.org/entity/Q61071000,Matekino Lawless
http://www.wikidata.org/entity/Q1484689,Volga Tatars,1,http://www.wikidata.org/entity/Q59800543,Kamila Valieva
http://www.wikidata.org/entity/Q14875067,Skownan First Nation,1,http://www.wikidata.org/entity/Q107104827,jaye simpson
http://www.wikidata.org/entity/Q15107834,Afro-Haitians,1,http://www.wikidata.org/entity/Q3129262,Hector Hyppolite
http://www.wikidata.org/entity/Q15140604,Nubian people,1,http://www.wikidata.org/entity/Q887963,Natakamani
http://www.wikidata.org/entity/Q1515972,Modoc people,1,http://www.wikidata.org/entity/Q1360009,Michael Dorris
http://www.wikidata.org/entity/Q1520098,Blood,1,http://www.wikidata.org/entity/Q1680460,James Gladstone
http://www.wikidata.org/entity/Q1534429,Q'eqchi' people,1,http://www.wikidata.org/entity/Q107256673,Bernardo Caal Xol
http://www.wikidata.org/entity/Q1555188,Gurindji people,1,http://www.wikidata.org/entity/Q5085119,Charlie King
http://www.wikidata.org/entity/Q16108686,Munsee,1,http://www.wikidata.org/entity/Q6200484,Jimmy Johnson
http://www.wikidata.org/entity/Q16109294,Kitigan Zibi Anishinabeg,1,http://www.wikidata.org/entity/Q18687997,Jay Odjick
http://www.wikidata.org/entity/Q16110762,Pima Bajo,1,http://www.wikidata.org/entity/Q11905654,Anna Moore Shaw
http://www.wikidata.org/entity/Q16129257,Jewish people in Eastern Europe,1,http://www.wikidata.org/entity/Q446481,Harvey Fierstein
http://www.wikidata.org/entity/Q16148367,Dakota people,1,http://www.wikidata.org/entity/Q7976952,Waziyatawin
http://www.wikidata.org/entity/Q16149438,Mashpee Wampanoag Tribe,1,http://www.wikidata.org/entity/Q6187740,Jessie Little Doe Baird
http://www.wikidata.org/entity/Q16149883,Maltese American,1,http://www.wikidata.org/entity/Q7173106,Pete Buttigieg
http://www.wikidata.org/entity/Q16152214,Moroccan Jews,1,http://www.wikidata.org/entity/Q330609,Abraham Serfaty
http://www.wikidata.org/entity/Q16211886,Wemba-Wemba,1,http://www.wikidata.org/entity/Q111513180,Jana Stewart
http://www.wikidata.org/entity/Q16212004,Keeseekoose First Nation,1,http://www.wikidata.org/entity/Q107104827,jaye simpson
http://www.wikidata.org/entity/Q16212442,Lac des Mille Lacs First Nation,1,http://www.wikidata.org/entity/Q106241570,Nathan Niigan Noodin Adler
http://www.wikidata.org/entity/Q1634930,Yanktonai,1,http://www.wikidata.org/entity/Q454467,Oscar Howe
http://www.wikidata.org/entity/Q1649265,Passamaquoddy people,1,http://www.wikidata.org/entity/Q106547600,Tomah Joseph
http://www.wikidata.org/entity/Q166176,Nenets people,1,http://www.wikidata.org/entity/Q11851280,Anastasia Lapsui
http://www.wikidata.org/entity/Q16639243,Tesuque,1,http://www.wikidata.org/entity/Q104560884,Rufina Vigil
http://www.wikidata.org/entity/Q16702592,Q16702592,1,http://www.wikidata.org/entity/Q102340260,Vitalii Kim
http://www.wikidata.org/entity/Q16799549,Latin Americans,1,http://www.wikidata.org/entity/Q116481489,Javiera Caballero
http://www.wikidata.org/entity/Q16821017,Afro-Barbadian,1,http://www.wikidata.org/entity/Q104791537,Cecil Belfield Clarke
http://www.wikidata.org/entity/Q168499,Korean Canadians,1,http://www.wikidata.org/entity/Q108330930,Celeste Yim
http://www.wikidata.org/entity/Q17015980,Romanians in Serbia,1,http://www.wikidata.org/entity/Q3401543,Predrag Balašević
http://www.wikidata.org/entity/Q17051198,Gija,1,http://www.wikidata.org/entity/Q3566032,Nova Peris
http://www.wikidata.org/entity/Q17054260,Ngāti Pūkenga,1,http://www.wikidata.org/entity/Q107863885,Kihi Ngatai
http://www.wikidata.org/entity/Q17055843,Ngāti Rangitihi,1,http://www.wikidata.org/entity/Q49168655,Gina Matchitt
http://www.wikidata.org/entity/Q17060677,Waikato Tainui,1,http://www.wikidata.org/entity/Q1763959,Waka Nathan
http://www.wikidata.org/entity/Q17071030,Sylhetis,1,http://www.wikidata.org/entity/Q4778017,Anwar Choudhury
http://www.wikidata.org/entity/Q17260229,Cheyenne River Sioux Tribe,1,http://www.wikidata.org/entity/Q99472110,Jana Schmieding
http://www.wikidata.org/entity/Q172717,Avars,1,http://www.wikidata.org/entity/Q4054262,Kadi Abakarov
http://www.wikidata.org/entity/Q17280097,Rosebud Sioux Tribe,1,http://www.wikidata.org/entity/Q12067616,Yvette Roubideaux
http://www.wikidata.org/entity/Q173371,Bantu people,1,http://www.wikidata.org/entity/Q5353366,Elame a Doo
http://www.wikidata.org/entity/Q1751447,Bani Assad,1,http://www.wikidata.org/entity/Q307665,Abd Allah ibn al-Zubayr
http://www.wikidata.org/entity/Q1762752,Melanesians,1,http://www.wikidata.org/entity/Q26704885,Willie Pwaisiho
http://www.wikidata.org/entity/Q1774915,Hashemites,1,http://www.wikidata.org/entity/Q380479,Irfan Ali
http://www.wikidata.org/entity/Q1780828,Romanichal,1,http://www.wikidata.org/entity/Q179599,Ian Hancock
http://www.wikidata.org/entity/Q178663,Meknes,1,http://www.wikidata.org/entity/Q548563,Mohammed ben Abdallah
http://www.wikidata.org/entity/Q1790907,Otoe tribe,1,http://www.wikidata.org/entity/Q104398106,Benjamin Arkeketa
http://www.wikidata.org/entity/Q1793131,Gunai,1,http://www.wikidata.org/entity/Q43285578,Lidia Thorpe
http://www.wikidata.org/entity/Q17984880,South African New Zealander,1,http://www.wikidata.org/entity/Q112696213,Matthew J Saville
http://www.wikidata.org/entity/Q17985547,Anēwan,1,http://www.wikidata.org/entity/Q467028,Kyah Simon
http://www.wikidata.org/entity/Q1799968,Ladin people,1,http://www.wikidata.org/entity/Q312674,Giorgio Moroder
http://www.wikidata.org/entity/Q180361,Gagauz,1,http://www.wikidata.org/entity/Q25721299,Natalie Papazoglu
http://www.wikidata.org/entity/Q181037,Gheg Albanian,1,http://www.wikidata.org/entity/Q156833,Ramiz Alia
http://www.wikidata.org/entity/Q1810442,Sea Sámi,1,http://www.wikidata.org/entity/Q156517,Helga Pedersen
http://www.wikidata.org/entity/Q18349467,Curaçaoans in the Netherlands,1,http://www.wikidata.org/entity/Q18637112,Jafar Arias
http://www.wikidata.org/entity/Q18356677,Marwari people,1,http://www.wikidata.org/entity/Q29467749,Radhakishan Damani
http://www.wikidata.org/entity/Q1840268,Syrian Jews,1,http://www.wikidata.org/entity/Q16093633,Stanley Chera
http://www.wikidata.org/entity/Q1850474,Wintun people,1,http://www.wikidata.org/entity/Q55219199,Frank LaPena
http://www.wikidata.org/entity/Q18707533,Spanish and Portuguese Jews,1,http://www.wikidata.org/entity/Q6555528,Lionel Belasco
http://www.wikidata.org/entity/Q1891793,Moroccans,1,http://www.wikidata.org/entity/Q43393011,Bilal Wahib
http://www.wikidata.org/entity/Q1898438,Masurians,1,http://www.wikidata.org/entity/Q74177,Marietta Slomka
http://www.wikidata.org/entity/Q191730,Evenks,1,http://www.wikidata.org/entity/Q7900379,Ureltu
http://www.wikidata.org/entity/Q1921225,Afro Mexicans,1,http://www.wikidata.org/entity/Q2837164,Juan Correa
http://www.wikidata.org/entity/Q193067,Tuvans,1,http://www.wikidata.org/entity/Q32024,Sergey Shoygu
http://www.wikidata.org/entity/Q193092,Tutsi,1,http://www.wikidata.org/entity/Q16750208,Jean Baptiste Habyarimana
http://www.wikidata.org/entity/Q1939219,Missouria,1,http://www.wikidata.org/entity/Q104398106,Benjamin Arkeketa
http://www.wikidata.org/entity/Q1955201,Oji-Cree,1,http://www.wikidata.org/entity/Q52370600,Joshua Whitehead
http://www.wikidata.org/entity/Q1976298,Ukrainian Canadians,1,http://www.wikidata.org/entity/Q583231,Ivan Doroschuk
